"id","Nom","Marque","address","latitude","longitude","services","automate_h24","is_closed_day","business_hours","gas_price","gas_last_update"
"21320007","AGIP AIRE DES LOCHERES A6 SUD NORD","Agip","A6 AIRE DES LOCHERES 21320 EGUILLY",47.3093886,4.5013959,"Carburant additivé|Restauration sur place|Toilettes publiques|Douches|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Piste poids lourds|Automate CB",True,False,"",0.984,"2018-11-16 07:00:00"
"54700008","AGIP LOISY","Agip","A31 AIRE DE LOISY 54700 Loisy",48.860591299999996,6.0917108,"Restauration à emporter|Restauration sur place|Toilettes publiques|Bar|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Piste poids lourds",False,False,"",0.999,"2018-11-16 09:00:00"
"2190005","Station AVIA","Avia","AUT A 26 AIRE DU MONT NIZY 02190 Juvincourt-et-Damary",49.4505608,3.9245631000000003,"",False,False,"",0.984,"2018-11-10 06:24:43"
"2100012","CORA","CORA","Route de BOHAIN 02100 Saint-Quentin",49.8649365,3.2920809999999996,"Station de gonflage|Laverie|Vente de gaz domestique (Butane, Propane)|Automate CB|Automate CB 24/24",True,True,"01:00-01:00",0.754,"2018-10-22 08:01:53"
"2100013","INTERMARCHE SAINT-QUENTIN /ZAC","Intermarché","Rue Antoine Parmentier 02100 SAINT-QUENTIN",49.851829200000005,3.2648799,"Vente de gaz domestique (Butane, Propane)|Automate CB|Vente de fioul domestique",True,False,"",1.0,"2018-10-19 08:31:43"
"5100008","RELAIS GDE BOUCLE","Total Access","AV. DU DAUPHINE 05100 BRIANCON",44.9036522,6.629131,"Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique",True,False,"",0.859,"2018-11-17 00:01:00"
"8200010","RELAIS SEDAN MARNE","Total Access","8 AVENUE DE LA MARNE 08200 SEDAN",49.699338299999994,4.9269062,"Restauration à emporter|Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique",True,False,"",0.859,"2018-11-17 00:01:00"
"13600016","AGIP LE LIOUQUET A 50","Agip","AUTOROUTE A 50 13600 LA CIOTAT",43.192469700000004,5.6660430999999996,"Carburant additivé|Toilettes publiques|Douches|Boutique alimentaire|Station de gonflage|Espace bébé|Piste poids lourds",False,False,"",0.999,"2018-11-17 00:01:00"
"14500001","SA PRUNIER","Total","RTE DE CAEN 14500 VIRE",48.85389979999999,-0.8799706,"Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Services réparation / entretien|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Automate CB 24/24",True,False,"08:00-19:00",0.799,"2018-11-16 07:39:39"
"16100006","INTERMARCHE COGNAC","Intermarché","20 avenue des Saintes 16100 Cognac",45.6989319,-0.3440647,"Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de fioul domestique",True,False,"",0.82,"2018-11-06 12:20:28"
