Identifiant,Marque,Nom
81660001,Leclerc,SODIMAZ
81260001,Station B,BARDOU GARAGE
81600004,Leclerc,Station Leclerc Brens - A68
81130001,Intermarché,SAS JUMACAP
81400004,Intermarché,INTERMARCHE CARMAUX
81400002,Total,MME CASTRO ANNIE CLAUDETT
81115001,Auchan,CENTRE COMMERCIAL GRAND-SUD
81100004,Esso Express,ESSO MIREDAMES
81100001,Géant,GEANT CASINO
81100007,Intermarché,INTERMARCHE CASTRES
81100008,Leclerc,LECADIS SAS
81100006,Netto,NETTO LAMEILHE
81100003,Total,REL.SAINT PONS
81100005,Système U,SUPER U
81600001,Leclerc,Centre LECLERC Gaillac
81600003,Intermarché,INTERMARCHE GAILLAC
81600005,Elan,STATION ELAN GARAGE D.R.M.T
81300001,Leclerc,GRAULHET-DISTRIBUTION
81300003,Total,GRIGOLATO GARAGE
81300004,Intermarché,INTERMARCHE GRAULHET
81300005,Netto,NETTO GRAULHET
81290001,Dyneff,ETS ARQUIER ET FILS
81290002,Intermarché,INTERMARCHE LABRUGUIERE
81230002,Carrefour Market,CARREFOUR MARKET
81230001,Casino,CASINO SUPERMARCHE
81230004,Elan,SAS FONTANILLES
81220001,Elan,LOPEZ ANNE-MARIE
81500001,Agip,AGIP LAVAUR LA TOUR DES TONDES
81500003,Intermarché,INTERMARCHE LAVAUR
81500005,Leader Price,LAVAUDIS
81500004,Système U,SUPER U LAVAUR SAS GAIA
81380001,Leclerc,E.LECLERC LESCURE
81990002,Intermarché,INTERMARCHE ALBI LE SEQUESTRE
81990001,Leclerc,LECLERC LE SEQUESTRE
81310001,Total,EURL DE LA RN 88
81310003,Intermarché,INTERMARCHE LISLE SUR TARN
81170001,Total,Sarl atra
81150003,Total,STATION TOTAL
81200002,Simply Market,SIMPLY MARKET
81600006,Indépendant sans enseigne,STATION 8
81320001,Avia,AVIA
81190002,Indépendant sans enseigne,Station de la Croix de Mille
81990003,Carrefour Market,CARREFOUR MARKET PUYGOUZON
81700005,Carrefour Contact,carrefour contact
81700003,Intermarché,INTERMARCHE PUYLAURENS
81800004,Intermarché,INTERMARCHE
81800003,Indépendant sans enseigne,Station DELDOSSI
81120001,Total,GARAGE Yannick MICHEL
81120002,Intermarché,INTERMARCHE REALMONT
81160001,Carrefour Market,Carrefour Market
81370001,Carrefour Market,Carrefour Market
81370002,Elan,GOMEZ SOCIETE NOUVELLE
81370003,Indépendant sans enseigne,STATION DU PARC
81710002,Total Access,RELAIS DE SAIX
81540001,Système U,u express
81580001,Système U,SAS VALAURA (SUPER U)
81430001,Elan,BOUSQUET GARAGE
82350001,Indépendant sans enseigne,GASTON
82600002,KAI,STATION KAÏ AUCAMVILLE
82500003,Casino,CASINO
82500002,Intermarché,INTERMARCHE BEAUMONT DE LOMAGNE
82710003,Esso,ESSO NAUZE VERT
82100006,Intermarché,INTERMARCHE CASTELSARRASIN
82100002,Total,RELAIS DE LA VALETTE
82100005,Elan,RELAIS DE L'HIPPODROME
82100003,Total,SARL RELAIS SAINT JEAN
82100004,Leclerc,SA SODIART
82300005,Intermarché,INTERMARCHE CAUSSADE AV EDOUARD HERRIOT
82300001,Intermarché,INTERMARCHE CAUSSADE Centre Ville
82300004,Système U,SUPER U CAUSSADE
82160002,Indépendant sans enseigne,SARL LE RELAIS DU CAUSSE
82110002,Aire C,SARL VAL FLEURI
82700003,Aire C,SARL VAL FLEURI
82500001,Total,MR DIRAT
82400006,Indépendant sans enseigne,Sarl val fleuri golfech
82170001,Carrefour Market,Carrefour Market
82370002,Netto,SAS OROBE NETTO
82370001,Système U,SUPER U
82130001,Carrefour Contact,CARREFOUR CONTACT
82130002,Indépendant sans enseigne,GASTON
82110001,Intermarché,INTERMARCHE LAUZERTE
82290001,Intermarché,INTERMARCHE
82120001,Indépendant sans enseigne,Sarl val fleuri lavit
82200003,Casino,CASINO SUPERMARCHE
82200008,Intermarché,INTERMARCHE HYPERMARCHE
82200001,Total,SARL RELAIS DU CHASSELAS
82200009,Intermarché,SAS MOIGERE
82150001,Intermarché,ECOMARCHE MONTAIGU DE QUERCY
82270002,Total,RELAIS BOIS DE DOURRE
82017001,Auchan,AUCHAN
82000010,Leclerc,E.LECLERC AUSSONNE
82020001,Casino,GEANT CASINO
82000016,Total,RELAIS LARROQUE
82000015,Total Access,RELAIS TESCOU
82000012,Total,Sarl Olivier
82000011,Intermarché,SAS SANOVAL
82000006,Leclerc,SODIBAG
82000007,KAI,STATION KAI MONTAUBAN
82290002,Indépendant sans enseigne,Sarl val fleuri montbeton
82700001,Total,EOR MONTECH DAVID SERVICE
82700002,Intermarché,INTERMARCHE MONTECH
82300002,Intermarché,INTERMARCHE MONTEILS
82800002,Intermarché,INTERMARCHE
82800001,Système U,LA STATION U
82160001,Total,MR MARTINEZ MICHEL
82170002,KAI,STATION KAI POMPIGNAN
82440003,Total,SARL STROH
82140003,Carrefour Contact,CARREFOUR CONTACT
82410003,Carrefour Contact,CARREFOUR CONTACT
82210003,Carrefour Contact,Carrefour contact
82210002,Leclerc,SODIPLEC GARONNE
82600004,Indépendant sans enseigne,SARL VAL FLEURI
82240001,Indépendant sans enseigne,SARL GERAUD TAMPIER
82400002,Casino,CASINO SUPERMARCHE
82400005,Indépendant sans enseigne,Sarl val fleuri Valence d'Agen
82400003,Intermarché,INTERMARCHE VALENCE D'AGEN
82400009,Indépendant sans enseigne,Louda SARL
82220001,Intermarché Contact,INTERMARCHÉ CONTACT VAZERAC
82600003,Intermarché,INTERMARCHE VERDUN SUR GARONNE
82600001,Système U,SUPER U
83630002,Intermarché,INTERMARCHE AUPS
83630001,Avia,STATION AVIA CAMUSSO
83150001,Carrefour Market,Carrefour Market
83150002,Système U,SUPER U
83670001,Avia,ETS JAUFFRET
83670002,Intermarché,INTERMARCHE BARJOLS
83230003,Indépendant sans enseigne,CENTRE RIVIERA SERVICES
83230006,Total Access,RELAIS BORMES-LES-MIMOSAS
83170011,Agip,AGIP CAMBARETTE A8 Sens Italie Aix
83170006,Casino,CASINO SUPERMARCHE
83170003,Esso Express,ESSO DU CARAMY
83170002,Avia,ETS BRELY SARL
83170010,Intermarché,INTERMARCHE BRIGNOLES
83170012,Total,RELAIS TERRASSES CENTRE VL
83170007,Leclerc,S.A.S. BRIGNOLDIS
83440006,Agip,STATION SERVICE LA PLAINE
83570001,Intermarché,INTERMARCHE CARCES
83660002,Intermarché,INTERMARCHE CARNOULES
83320001,Casino,CASINO SUPERMARCHE
83240006,Avia,Avia express
83240001,Carrefour Market,Carrefour Market
83310007,Leclerc,E.LECLERC
83310011,Total Access,RELAIS DE LA FOUX
83610001,Régie station,La Treille des Maures
83840001,Communale,Station service de Comps sur Artuby
83570003,Avia,SARL PRAVAZ
83570004,Avia,STATION SERVICE AVIA EXPRESS
83390002,Casino,CASINO SUPERMARCHE
83390003,Intermarché,INTERMARCHE CUERS
83390001,Total,SARL JEAN GREGU
83300003,Carrefour,CARREFOUR .DRAGUIGNAN
83780002,Avia,SARL GARAGE COTTON JM
83300001,Total,SARL GREGU - TOTAL
83300004,Avia,SPANNELLA SARL
83300008,Indépendant sans enseigne,Station Albro
83300006,Intermarché,INTERMARCHE SUPER
83440002,Total,MR PELASSY ELIE
83830002,Indépendant sans enseigne,GARAGE PITTALIS
83340006,Avia,STATION SERVICE AVIA
83340008,Système U,Super U Flassans
83780001,Campus,SARL CARROSSERIE COTTON LUDOVIC
83136004,Leader Price,LEADER PRICE
83147001,Total,Me BOREL Genevieve
83600025,BP,BP FREJUS ST PONS
83600024,BP,BP FREJUS TASSIGNY
83600011,Casino,CASINO SUPERMARCHE
83600012,Casino,CASINO SUPERMARCHE
83600001,Géant,GEANT CASINO
83600019,Total,RELAIS CORNICHE D'AZUR
83600021,Total Access,RELAIS FREJUS PROVENCE
83600020,Total,RELAIS PTE DES GAULES
83600010,Avia,Station service gallieni Avia
83136005,Total,Garage A.C.R.
83580001,Géant,GEANT CASINO
83580003,Avia,SARL JOCATI
83310006,Indépendant sans enseigne,BERGON SAS
83400005,Casino,CASINO SUPERMARCHE
83400006,Leclerc,CENTRE LECLERC
83400004,Esso Express,ESSO ST CHRISTOPHE
83400001,Géant,GEANT CASINO
83400012,Intermarché,INTERMARCHE
83400003,BP,M. ZERAFA PHILIPPE
83400013,Total,RELAIS HYERES PLAGE
83400011,Indépendant sans enseigne,STATION ST HILAIRE
83260005,BP,BP A570 AIRE DE ST AUGUSTIN LA CRAU
83260001,Carrefour Market,Carrefour Market
83260006,Leader Price,LEADER PRICE
83260003,Esso,SARL DUFANKEV
83420005,Total Access,RELAIS LA CROIX VALMER
83210003,Intermarché,INTERMARCHE LA FARLEDE
83210006,K9,Station K9 La Farlède
83130004,Intermarché,INTERMARCHE LA GARDE
83130005,Netto,NETTO LA GARDE
83130001,Avia,RELAIS LA CHABERTE
83130003,K9,STATION SERVICE K9
83250003,Casino,CASINO SUPERMARCHE
83250007,Intermarché,INTERMARCHE LA LONDE LES MAURES
83250011,BP,BP LA LONDE-LES-MAURES
83136008,Avia,Twardy
83500001,Auchan,AUCHAN LA SEYNE
83500008,Avia,AVIA Eurl Marina
83500005,Leclerc,Centre E.LECLERC des sablettes
83500007,Intermarché,INTERMARCHE LA SEYNE SUR MER
83500013,Total Access,RELAIS VIGNELONGUE
83500004,Leclerc,SA SEYDIS SHO
83160001,Carrefour,CARREFOUR GRAND VAR
83160005,Casino,CASINO SUPERMARCHE
83160004,Esso,ESSO SERVICE LA BIGUE
83160003,Total Access,RELAIS UNIVERSITE
83330003,Casino,CASINO SUPERMARCHE
83330001,Total,sarl garage augier
83340005,Intermarché,INTERMARCHE LE CANNET DES MAURES
83340011,Total Access,RELAIS DU CANNET
83980001,Carrefour Market,Carrefour Market
83980002,Indépendant sans enseigne,GARAGE SAINT CHRISTOPHE
83340010,Total Access,RELAIS LE LUC LES LIEBAUDS
83340002,Leclerc,SODILUC
83490003,Casino,CASINO SUPERMARCHE
83490002,Esso Express,ESSO DU MUY
83490001,Total,SARL TOSELLO
83220002,Esso Express,ESSO DU MOULIN
83220001,Dyneff,SARL LA CARAVELLE
83600013,Leclerc,SODIPLEC ESTEREL
83460002,Système U,HYPER U
83380002,Total Access,RELAIS LES ISSAMBRES
83510002,Casino,CASINO SUPERMARCHE
83510001,Total,FITO JAC.& FILS
83510003,Intermarché,INTERMARCHE LORGUES
83440004,Leclerc,MONTAUDIS
83440003,Total,SARL MONTAURAUTO
83570002,Intermarché Contact,INTERMARCHE MONTFORT
83190001,Carrefour,CARREFOUR OLLIOULES
83190005,Intermarché,INTERMARCHE OLLIOULES
83190004,Avia,Le Relais de la Baume
83190006,Total Access,RELAIS PIEDARDAN
83390005,Système U,SUPER U
83790001,Carrefour Market,Market Pignans
83480003,Agip,AGIP PUGET SUR ARGENS
83480001,Carrefour,Carrefour puget sur argens
83480006,Total,RELAIS CANAVER
83480005,Leclerc,Station automatique CB 24/24
83350001,Total,SASU GMLS
83820001,Elan,JP AUTO
83630003,Système U,Super U
83560005,Carrefour Contact,CARREFOUR CONTACT RIANS
83560001,Total,SARL GARAGE GILAUTO
83136007,Total,RELAIS DU SOLEIL
83520002,Intermarché,INTERMARCHE ROQUEBRUNE SUR ARGEN
83520001,Total,STATION TOTAL
83270002,Casino,CASINO SUPERMARCHE
83270001,Total,M. HAMIDOUCHE N.
83330004,Avia,STATION AVIA
83120001,Carrefour Market,Carrefour Market
83120002,Carrefour Market,Market
83120006,Total Access,RELAIS CROISETTE
83470001,Système U,HYPER U
83470004,Intermarché,INTERMARCHE ST MAXIMIN STE BAUME
83470006,Total Access,RELAIS OLYMPE
83470003,Avia,STATION AVIA
83700003,Casino,CASINO SUPERMARCHE
83700004,Leclerc,VALESCURE DISTRIBUTION
83990002,Indépendant sans enseigne,Station du Pilon
83640001,Système U,SUPER U
83690002,Intermarché,INTERMARCHE SALERNES
83690003,Indépendant sans enseigne,Relais saint romain
83690005,aucune,STATION DE LA BAUME
83110002,Total Access,RELAIS SANARY S/MER BEAUCOURS
83140001,Carrefour Market,Carrefour Market
83140005,Casino,CASINO SUPERMARCHE
83140006,Intermarché,INTERMARCHE SIX FOURS LES PLAGES
83140008,Total Access,RELAIS SIX FOURS BONNEGRACE
83140007,Total,RELAIS SIX FOURS LA PLAGE
83210004,Indépendant sans enseigne,SAS CONTACT
83210005,Super Casino,Station service casino sollies-pont
83210001,K9,STATION SERVICE K9
83700007,Indépendant sans enseigne,STATION LA CORNICHE D'OR
83200002,Agip,AGIP TOULON DAVID
83100005,Agip,AGIP TOULON GASQUET
83100007,BP,BP TOULON PORT MARCHAND 8 à Huit
83200003,Casino,CASINO SUPERMARCHE
83000006,Intermarché,INTERMARCHE TOULON
83000010,Total,RELAIS CHAMPS DE MARS
83100006,Total,RELAIS TOULON FOCH
83000011,Total Access,RELAIS TOULON LA RADE 1
83000012,Total Access,RELAIS TOULON LA RODE OUEST
83200004,Esso,SARL SIGESS
83440005,Intermarché,INTERMARCHE TOURRETTES
83170009,Indépendant sans enseigne,SIRI PATRICK
83720001,Carrefour,CARREFOUR TRANS EN PROVENCE
83720005,Total Access,RELAIS TRANS EN PROVENCE
83550005,Avia,AVIA
83550004,Intermarché,INTERMARCHE VIDAUBAN
83550003,Leclerc,SODIPLEC VIDAUBAN
83690004,Indépendant sans enseigne,RELAIS SAINT JEAN
83560007,Carrefour Market,CARREFOUR MARKET VINON
83560004,Super Casino,CASINO VINON SUR VERDON
83560003,Indépendant sans enseigne,GARAGE DERVOGNE
83560006,BP,STATION BP Vinon automobiles
84400007,Total Access,RELAIS DU LUBERON
84400004,Indépendant sans enseigne,SAS CARBU MADELEINE ROADY
84400003,Leclerc,SODISAPT
84400001,Auchan,SUPERMARCHE AUCHAN APT
84810002,Carrefour Contact,CARREFOUR CONTACT
84013001,Auchan,AVIGNON SUD
84000009,Leclerc,AVIROC
84097001,Carrefour,CARREFOUR AVIGNON
84000008,Esso Express,ESSO CROISIERE
84000001,Géant,GEANT CASINO
84000011,Intermarché,INTERMARCHE AVIGNON
84000021,Total Access,RELAIS AVIGNON L'AMANDIER
84000018,Total,RELAIS AVIGNON P.SEMARD
84000020,Total Access,RELAIS CH. DE GAULLE AVIGNON
84000019,Total,RELAIS JEAN ALTHEN
84000007,Avia,SARL BRELY
84000017,Garoucha,Station de la Durance
84190001,Indépendant sans enseigne,Station la barcilonne
84410001,Indépendant sans enseigne,STATION DES LAVANDES
84500001,Total,GGE PORTES PROVENCE
84500004,Intermarché,INTERMARCHE BOLLENE
84500006,Total,RELAIS DES GRES
84507001,Leclerc,S.A.BOLDIS
84500003,Indépendant sans enseigne,SARL LE GENESTE
84160003,Indépendant sans enseigne,SARL FUEL & STATION LAURENT
84850001,Intermarché Contact,INTERMARCHE
84330003,Indépendant sans enseigne,Station service St Ambroise
84976001,Leclerc,AUZON VENTOUX
84200006,Indépendant sans enseigne,COMTAT CARBURANTS
84200002,Total,MME ROS SUZANNE
84200009,Elan,SARL STATION SERVICE DU MONT VENTOUX
84200008,Indépendant sans enseigne,SAS LA MEDE
84200010,Système U,SUPER U CARPENTRAS
84510001,Système U,STATION U 24/24
84301001,Auchan,AUCHAN CAVAILLON
84300003,Total,GARAGE CHABAS ET CIE SA
84300011,Total Access,RELAIS BAS BANQUETS
84300006,Intermarché,SAS PAFICO
84470001,Esso,ESSO SERVICE DU PLATEAU
84230001,Système U,Utile Chateauneuf du pape
84350002,Système U,U EXPRESS
84320001,Carrefour Market,Carrefour Market
84220002,Indépendant sans enseigne,Le Relais du Ventaux
84150001,Intermarché,INTERMARCHE JONQUIERES
84240001,Total,M.ERIC SEGURRA - RELAIS TOTAL DE LA TOUR D'AIGUES
84360003,Avia,FC Diffusion
84130001,Auchan,Auchan Le Pontet
84130007,Auchan,Auchan supermarche
84130011,Total Access,RELAIS DU PONTET
84130010,Total,RELAIS OSERAIE
84130013,Avia,SAS AMIA AVIA
84130012,Système U,Uexpress Le Pontet
84250001,Intermarché,INTERMARCHE LE THOR
84800003,Intermarché,INTERMARCHE L'ISLE SUR SORGUE
84800001,Système U,SUPER U
84800004,Total,RELAIS DU VENAISSIN
84340002,Elan,GARAGE MEFFRE-BRAX CORINNE
84660001,PANAGIOTIS,SARL GARAGE PANAGIOTIS ET FILS
84660002,Système U,SUPER U
84200003,Indépendant sans enseigne,STATION L'HOTE
84430004,Carrefour Contact,carrefour contact
84170002,ESSO,BERNAUD REMY SARL
84170001,Avia,SARL ETS CRISTOFOL
84140006,Total,RELAIS CROIX JOANIS
84140007,Total Access,RELAIS MONTFAVET LA DURANCE
84310004,Esso,Aire de service de Morières
84310002,Leclerc,CENTRE E.LECLERC DE MORIERES LES AVIGNON
84310003,Indépendant sans enseigne,SARL GARAGE DOULMET
84550001,CARAUTOROUTES,AIRE DE MORNAS VILLAGE (LES CROUSILLES)
84550003,Carrefour Market,Market mornas
84550002,CARAUTOROUTES,MORNAS LES ADRETS
84107001,Carrefour,CARREFOUR ORANGE
84100003,Casino,CASINO SUPERMARCHE
84100005,Intermarché,INTERMARCHE Autoroute
84100004,Intermarché,INTERMARCHE ORANGE
84100009,Total,RELAIS LA COMTADINE
84100006,Total,STATION DU GRES
84210001,Intermarché,INTERMARCHE PERNES LES FONTAINES
84210003,Dyneff,STATION MICHEL COURTY
84120006,Carrefour Market,CSF SAS CARREFOUR MARKET
84120001,Système U,HYPER U
84120004,Indépendant sans enseigne,STATION ENERGIE
84120007,autre,Station les prés verts
84160001,Système U,Lisanydis
84110005,Intermarché,INTERMARCHE SAINT ROMAIN EN VIENNOIS
84260001,Intermarché,INTERMARCHE SARRIANS
84390001,Intermarché Contact,INTERMARCHE CONTACT
84700006,Avia,AVIA Aire de Sorgues
84700007,Carrefour Market,Carrefour market
84700002,Esso Express,ESSO L OUVEZE
84700004,Intermarché,INTERMARCHE SORGUES
84700005,Total Access,RELAIS DE SORGUES
84110004,Système U,La Station U
84110001,Total Access,SARL RICHIER
84600002,Intermarché,S.A. VALDIS
84601001,Leclerc,SODIVAL
84270002,Carrefour Contact,CARREFOUR CONTACT VEDENE
84740002,Indépendant sans enseigne,SARL AFFO
84570002,Indépendant sans enseigne,STATION SERVICE COMMUNALE
85190001,Système U,Hyper U AIZENAY
85190004,Intermarché,INTERMARCHE AIZENAY
85190002,Total,SARL GARAGE NEAU
85750002,Intermarché Contact,INTERMARCHE ANGLES
85120002,Avia,SARL Fioul Services Vendéens - ANTIGNY
85630001,Système U,U EXPRESS BARBATRE
85230003,Intermarché,INTERMARCHE BEAUVOIR SUR MER
85230001,Système U,Super U BEAUVOIR SUR MER
85170005,Esso,AUTO BELLEVIGNY
85170003,AVIA,STATION AVIA BRETECHE
85170001,Système U,Super U BELLEVILLE SUR VIE
85490001,Intermarché,INTERMARCHE BENET
85600003,Système U,Super U PAYS DE MONTAIGU
85480001,Total,10
85470002,Système U,Super U BRETIGNOLLES
85310002,Elan,GUERINEAU
85300002,Leclerc,Centre E.Leclerc
85300003,Esso,DUBREUIL STATION CHALLANS
85306001,Système U,Hyper U CHALLANS
85300004,Intermarché,INTERMARCHE CHALLANS CEDEX
85300001,Total,SARL GGE PONTOIZEAU
85110006,Leclerc,E.LECLERC CHANTONNAY
85110005,Total,Garage de la mozee
85110001,Système U,Hyper U CHANTONNAY
85180001,Géant,GEANT CASINO
85180003,Intermarché,INTERMARCHE CHÂTEAU D'OLONNE
85100002,Total,SARL GGE RAVON
85250002,Shell,SARL DUPE TROLL
85220002,Système U,SAS SOCODI
85140002,Total,EOR LES ESSARTS GABORIEAU
85670002,ESSO,SARL GARAGE TENAILLEAU
85200001,Système U,Hyper U FONTENAY LE COMTE
85200002,Elan,STATION JAMIN
85202001,Leclerc,SUD-VENDEE-DISTRIBUTION
85520001,Système U,Super U JARD SUR MER
85550001,Intermarché,INTERMARCHE FROMENTINE
85530003,Elan,Sarl Bruffière Automobiles
85530001,Système U,Super U LA BRUFFIERE
85310001,Avia,SARL GARAGE DU MOULIN ROUGE
85150003,Avia,STATION DES ACHARDS
85120004,Intermarché,SA SOLACHA
85120001,Système U,Super U LA CHATAIGNERAIE
85280002,Elan,RAVIR / ELAN
85710002,Système U,SARL LO' NA
85130006,Système U,SUPERMARCHE UTILE
85460003,Système U,Super U L'AIGUILLON SUR MER
85150001,Système U,Super U LA MOTHE ACHARD
85000002,Carrefour,CARREFOUR LA ROCHE SUR YON
85000010,Esso,DUBREUIL STATION LA ROCHE
85000007,Leclerc,E.LECLERC LES OUDAIRIES
85000001,Système U,Hyper U Coop Atlantique La Roche/Yon
85000009,Intermarché,INTERMARCHE LA ROCHE SUR YON
85000004,Total,SARL GARAGE PHELIPPEAU
85000008,Leclerc,STATION E. LECLERC-SODIROCHE
85000003,Système U,Super U LA ROCHE SUR YON
85360001,Système U,Super U LA TRANCHE SUR MER
85130002,Total,GARAGE LES 3 COURONNES ( agent ford)
85130005,Système U,SUPERMARCHE UTILE
85510001,Intermarché,ECOMARCHE LE BOUPERE
85540003,Carrefour Contact,Carrefour Contact
85260006,Agip,AGIP LES BROUZILS A83 SENS NANTES-NIORT
85170004,Intermarché,INTERMARCHE LE POIRE SUR VIE
85170006,Leclerc,LECLERC PSV
85260005,R SERVICES,R SERVICES - AMIAUD
85590001,Intermarché Contact,INTERMARCHE LES EPESSES
85140001,Système U,Super U LES ESSARTS
85500005,Leclerc,HERBIDIS
85500002,Système U,Hyper U LES HERBIERS
85500001,ROMPETROL,ROMPETROL Les Herbiers
85500003,Total,SARL GARAGE MARTINEAU
85170008,Carrefour Contact,CARREFOUR CONTACT
85100001,Carrefour Market,Carrefour Market
85100003,Total,SA MAISON RABREAU
85100004,Système U,Super U LA CHAUME
85350001,Indépendant sans enseigne,Sarl Martin Cantin
85140004,Total,LE RELAIS DE L'OIE
85560002,Casino,HYPER CASINO
85560001,Elan,STATION GARAGE DE L'OCEAN
85400001,Système U,Hyper U LUCON
85400005,Leclerc,Ludis La Belle Vie
85400006,Intermarché,SAS LUÇON DISTRIBUTION
85403001,Leclerc,S.A.S.LUDIS
85190003,Avia,STATION AVIA
85320002,Intermarché,INTERMARCHE MAREUIL SUR LAY
85603001,Leclerc,SODINOVE
85290006,Système U,Super U MORTAGNE SUR SEVRE
85000012,Total Access,RELAIS DU BALMORAL
85540001,ESSO,GARAGE OBJOIS
85540002,Intermarché Contact,INTERMARCHE MOUTIERS LES MAUXFAI
85430001,Système U,U Express NIEUL LE DOLENT
85330003,Système U,Super U NOIRMOUTIER
85680001,Intermarché,INTERMARCHE LA GUERINIERE
85690001,Système U,U Express NOTRE DAME DE MONTS
85340001,Système U,Super U Olonne Sur Mer
85340002,Total,RELAIS OLIVIER TESSON
85340003,Leclerc,S.A.S. SODILONNE
85700002,Système U,SARL MCN DISTRIBUTION
85620001,Intermarché,INTERMARCHE ROCHESERVIERE
85400002,Total,LE FOURNIL VENDEEN
85210007,Avia,SARL LES HARAS
85210004,Super Casino,SUPERMARCHE CASINO
85250001,Système U,Super U ST FULGENT
85804001,Système U,DISTRIMO
85800003,Leclerc,SAINT GILLES SUD
85800002,Total,SARL RELAIS DES SALINES
85600001,TOTAL,GARAGE CHARRIER
85600002,Intermarché,INTERMARCHE MONTAIGU
85270001,Système U,Hyper U ST HILAIRE DE RIEZ
85210008,Total,G2C Auto
85160006,Intermarché,intermarche
85160002,Total,SARL ETS EGRON
85160005,Système U,Super U ST JEAN DE MONTS
85290009,Carrefour Contact,CARREFOUR CONTACT
85290004,Total,FUSELIEZ
85440002,Total,SARL THOMAS AUTOMOBILES
85440001,Système U,Super U TALMONT ST HILAIRE
85530002,Total,SARL AUTOMOBILES VENDEE SERVICES
86100014,Avia,AIRE DE CHATELLERAULT USSEAU
86100013,Esso,HRC CHATELLERAULT
86180001,Leclerc,E. LECLERC Buxerolles
