"id","Nom","Marque","address","latitude","longitude","services","automate_h24","is_closed_day","business_hours","gas_price","gas_last_update"
"21320007","AGIP AIRE DES LOCHERES A6 SUD NORD","Agip","A6 AIRE DES LOCHERES 21320 EGUILLY",47.3093886,4.5013959,"Carburant additivé|Restauration sur place|Toilettes publiques|Douches|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Piste poids lourds|Automate CB",True,False,"",1.699,"2018-11-16 07:00:00"
"21190006","RELAIS DE BEAUNE TAILLY","Total","AUTOROUTE A6  AIRE DE BEAUNE TAILLY 21190 MERCEUIL",46.96468370000001,4.8368226,"Restauration à emporter|Carburant additivé|Toilettes publiques|Douches|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Aire de camping-cars|Piste poids lourds|Automate CB",True,False,"",1.674,"2018-11-16 09:00:00"
"54700008","AGIP LOISY","Agip","A31 AIRE DE LOISY 54700 Loisy",48.860591299999996,6.0917108,"Restauration à emporter|Restauration sur place|Toilettes publiques|Bar|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Piste poids lourds",False,False,"",1.798,"2018-11-16 09:00:00"
"63610001","SIMPLY MARKET","Simply Market","Route de Compains 63610 Besse-et-Saint-Anastaise",45.509807,2.9354875,"Automate CB",True,False,"",1.573,"2018-11-07 11:57:38"
"2190005","Station AVIA","Avia","AUT A 26 AIRE DU MONT NIZY 02190 Juvincourt-et-Damary",49.4505608,3.9245631000000003,"",False,False,"",1.664,"2018-11-14 08:16:42"
"2100012","CORA","CORA","Route de BOHAIN 02100 Saint-Quentin",49.8649365,3.2920809999999996,"Station de gonflage|Laverie|Vente de gaz domestique (Butane, Propane)|Automate CB|Automate CB 24/24",True,True,"01:00-01:00",1.541,"2018-11-07 06:19:15"
"2100017","SARL MAROLEG","Netto","Rue de la Fère 02100 Saint-Quentin",49.833341,3.3066174,"Boutique alimentaire|Automate CB|Lavage automatique",True,False,"",1.573,"2018-11-02 13:17:09"
"4400004","RELAIS DE TERRES NEUVES. SATA.","Indépendant sans enseigne","Terres Neuves. St Pons 04400 BARCELONNETTE",44.3868833,6.628631599999999,"Toilettes publiques|Bar|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de fioul domestique|Vente de pétrole lampant|Vente d'additifs carburants|Automate CB 24/24",True,False,"08:15-12:30|14:00-19:30",1.599,"2018-11-14 15:16:38"
"5100008","RELAIS GDE BOUCLE","Total Access","AV. DU DAUPHINE 05100 BRIANCON",44.9036522,6.629131,"Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique",True,False,"",1.519,"2018-11-17 00:01:00"
"8200010","RELAIS SEDAN MARNE","Total Access","8 AVENUE DE LA MARNE 08200 SEDAN",49.699338299999994,4.9269062,"Restauration à emporter|Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique",True,False,"",1.522,"2018-11-17 00:01:00"
"12100005","AUCHAN SUPERMARCHE","Auchan","82 Avenue Jean Jaurès 12100 MILLAU",44.10686079999999,3.0824738999999997,"Vente de gaz domestique (Butane, Propane)|Automate CB",True,False,"",1.457,"2018-11-15 08:34:20"
"13600016","AGIP LE LIOUQUET A 50","Agip","AUTOROUTE A 50 13600 LA CIOTAT",43.192469700000004,5.6660430999999996,"Carburant additivé|Toilettes publiques|Douches|Boutique alimentaire|Station de gonflage|Espace bébé|Piste poids lourds",False,False,"",1.814,"2018-11-17 00:01:00"
"14500001","SA PRUNIER","Total","RTE DE CAEN 14500 VIRE",48.85389979999999,-0.8799706,"Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Services réparation / entretien|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Automate CB 24/24",True,False,"08:00-19:00",1.594,"2018-11-16 07:39:40"
"16100006","INTERMARCHE COGNAC","Intermarché","20 avenue des Saintes 16100 Cognac",45.6989319,-0.3440647,"Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de fioul domestique",True,False,"",1.48,"2018-11-16 07:40:00"
"17000012","RELAIS STAR VILLENEUVE LES SALINES","Total","RUE JEANPAUL SARTRE 17000 La Rochelle",46.1568852,-1.120358,"",False,False,"",1.619,"2018-11-17 00:01:00"
"18500006","AGIP BOURGES MARMAGNE A 71","Agip","A71 AIRE DE BOURGES MARMAGNE 18500 MARMAGNE",47.09547379999999,2.2428083,"Restauration à emporter|Carburant additivé|Restauration sur place|Toilettes publiques|Bar|Douches|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Piste poids lourds",False,False,"",1.758,"2018-11-16 08:00:00"
"23000004","AVIA SARL REMERAND","Avia","AIRE DES MONTS DE GUERET 23000 SAINT-SULPICE-LE-GUéRéTOIS",46.183,1.8459999999999999,"Carburant additivé|Toilettes publiques|Douches|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Aire de camping-cars|Piste poids lourds|Automate CB",True,False,"",1.65,"2018-11-16 00:00:00"
"24200005","CASINO SUPERMARCHE","Casino","Route de BERGERAC  24200 Sarlat-la-Canéda",44.876514,1.2136799999999999,"Vente de gaz domestique (Butane, Propane)",False,False,"",1.485,"2018-11-15 11:07:16"
"27200004","SARL ALBIK","Avia","73 Avenue de Paris 27200 Vernon",49.0879628,1.4938446,"Carburant additivé|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Location de véhicule|Relais colis|Lavage automatique",False,False,"07:00-21:00",1.68,"2018-11-11 20:19:26"
"68390004","RELAIS BATTENHEIM","Total","AUTOROUTE A35  AIRE DE BATTENHEIM 68390 BATTENHEIM",47.8359069,7.3949637,"",False,False,"",1.669,"2018-11-16 09:00:00"
"89200008","AVIA XPRESS VAUBAN","Avia","6 Rue de Lyon 89200 Avallon",47.492194500000004,3.9221517,"Carburant additivé|Automate CB",True,False,"",1.679,"2018-11-13 23:34:00"
"91170006","RELAIS GRANDE BORNE","Total","RN 445 / 29 ROUTE DE FLEURY 91170 Viry-Châtillon",48.6510011,2.3689918,"Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique|Lavage manuel",True,False,"",1.622,"2018-11-17 00:01:00"
"44300004","SO'GEROUEST Rte de Rennes","Avia","162 Route de Rennes 44300 Nantes",47.258359399999996,-1.5798059,"Restauration à emporter|Carburant additivé|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Relais colis|Lavage automatique",False,False,"",1.66,"2018-11-15 07:24:54"
