"osm_obj","osm_id","osm_lat","osm_lng","osm_ref:FR:prix-carburants","osm_name","osm_brand","osm_operator","osm_opening_hours"
"node","144574",47.3093886,4.5013959,"21320007","Station Bp","","BP","24/7"
"node","10350952",46.9646837,4.8368226,"21190006","Beaune Tailly","","Total","24/7"
"node","10533131",48.8605913,6.0917108,"54700008","Agip Aire de Loisy","Agip","Agip",""
"node","17875492",45.509807,2.9354875,"63610001","Auchan","","Auchan",""
"node","24933082",49.4505608,3.9245631,"2190005","","","Shell","24/7"
"node","24933100",49.8649365,3.292081,"2100012","Cora Saint-Quentin","","Cora","24/7"
"node","24933102",49.8518292,3.2648799,"2100013","Intermarché","","Groupement des Mousquetaires","24/7"
"node","24933103",49.833341,3.3066174,"2100017","Station Oil","","","24/7"
"node","24933123",44.3868833,6.6286316,"4400004","Relais des Terres Neuves","","",""
"node","24933124",44.9036522,6.629131,"5100008","Relais Total La Grande Boucle","Total","Total","24/7"
"node","24933166",49.6993383,4.9269062,"8200010","Relais Total Sedan Marne","Total","Total","24/7"
"node","24933204",44.1068608,3.0824739,"12100005","Simply Market","","Simply Market","24/7"
"node","24933212",43.1924697,5.6660431,"13600016","Agip Aire du Liouquet - A50","Agip","","24/7"
"node","24933409",48.8538998,-0.8799706,"14500001","Station Total Vire","","Total",""
"node","24933431",45.6989319,-0.3440647,"16100006","Station Intermarché","","Groupement des Mousquetaires",""
"node","24933459",46.1356512,-1.0082154,"","","","Groupement des Mousquetaires",""
"node","24933461",46.1568852,-1.120358,"17000012","Total","","Total","24/7"
"node","24933499",47.0954738,2.2428083,"18500006","18-A 71-Station Eni","","Eni","24/7"
"node","24933531",42.6764751,9.4445005,"20600007","Station Esso Arinella","Esso","Esso","24/7"
"node","24933534",42.5680791,9.441135,"20290003","Relais De Borgo","Total","Total","24/7"
"node","24933547",41.9980754,9.4031533,"20243001","Total","Total","Total","24/7"
"node","24933599",48.4771049,-2.591464,"22400007","Total Access Coëtmieux","","Total","24/7"
"node","24933643",46.183,1.846,"23000004","Station Avia","","Avia","24/7"
"node","24933696",44.876514,1.21368,"24200005","Station Shell","","Shell",""
"node","25178042",49.0879628,1.4938446,"27200004","Avia","","","24/7"
"node","25178050",47.8359069,7.3949637,"68390004","Relais Total De Battenheim","","Total","24/7"
"node","25178086",47.4921945,3.9221517,"89200008","Avia Xpress Vauban","Avia","Avia","24/7"
"node","25178159",48.6510011,2.3689918,"91170006","Relais Total De La Grande Borne","","Total","24/7"
"node","25178201",47.2583594,-1.5798059,"44300004","Avia","","Avia","24/7"
"node","25178206",43.6723447,4.4219281,"30800001","Intermarché","","Groupement des Mousquetaires",""
"node","25178265",43.3315513,3.2474108,"34500027","Station Total","","Total","24/7"
"node","25178277",43.4088589,6.0449128,"83170002","Station Avia","","Avia","24/7"
"node","25178314",46.7014673,0.3713511,"86130008","Station Avia","","Avia","24/7"
"node","25178337",49.6784837,1.3383569,"76680003","Shell","","Shell",""
"node","25178354",48.8649703,2.6763849,"77400012","Station Bp","","BP","24/7"
"node","25178366",48.0230934,0.1829726,"72000019","Total Access","Total Access","Total","24/7"
"node","25178373",47.280567,5.0081092,"21160004","Relais Total De La Côte","","Total","24/7"
"node","25178381",43.1497548,6.0341514,"83130001","Relais Total De Chaberte","","Total","24/7"
"node","25178388",45.12843,1.31753,"24120007","Relais Total Du Moulin-rouge","","Total","24/7"
"node","25178423",47.6411598,6.916483,"90160001","Auchan","","Auchan","24/7"
"node","25178441",43.5822791,5.4726779,"13770002","Intermarché","Intermarché","Groupement des Mousquetaires",""
"node","25178458",49.2592558,4.0566218,"51100043","Station Total","","Total","24/7"
"node","25178478",48.9206895,2.3059966,"92230010","Station Elf","Total Access","Elf","24/7"
"node","25178485",48.9306788,1.975096,"78630011","Station Total Access","Total Access","","24/7"
"node","25178489",47.311318,-2.200929,"44570004","Station service AVIA","","Shell","24/7"
"node","25178495",49.2839686,-0.72561,"14400010","Total","","Relais Total de Vaucelles","24/7"
"node","25178522",50.5726681,2.3772762,"62120014","","Shell","Shell","24/7"
"node","25178536",44.003482,4.7046202,"30126005","Station Esso","","Esso","24/7"
"node","25178587",45.4889875,-0.5657864,"17240001","Station Total","","Total","24/7"
"node","25178645",48.2543657,7.206837,"68160004","Relais Total de Sainte-Marie","","Total","24/7"
"node","25178668",46.9566902,4.2863694,"71400014","Station Avia","","Avia",""
"node","25178680",43.6381921,1.3902707,"31700009","Station Total","","Total","24/7"
"node","25178696",44.5053636,0.1503935,"47200003","Station Total De Marmande","","Total",""
"node","25178719",45.70697,4.98698,"69800017","Relais Total de Saint-Hubert","","Total","24/7"
"node","25178775",43.5088618,2.361112,"81200004","Station Elan","","Elan","24/7"
"node","25178823",46.5576169,0.6245597,"86300002","Station Esso Garage J. Menu","","Esso","24/7"
"node","25178828",48.3626764,7.573834,"67230006","Station Total","","Total","24/7"
"node","25178928",43.9246806,4.9127785,"84310004","Esso","","Esso","24/7"
"node","25178948",45.0012808,0.0366653,"33660001","Station Dyneff","","","24/7"
"node","25178961",48.3640443,2.8532429,"77250006","Station Elf","Total Access","Elf","24/7"
"node","25179025",47.1675782,0.6309601,"37800006","Relais Total Sainte-Maure-de-Touraine","Total","Total",""
"node","25179090",43.4029583,1.7124435,"31290005","Esso Express Lauragais","","Esso","24/7"
"node","25179117",47.258924,-2.265004,"44600001","Géant Casino","","","24/7"
"node","25179212",43.8314114,1.3899329,"31620005","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25179220",43.2996115,5.4781685,"13011003","","","Shell","24/7"
"node","25179233",45.7807419,4.827264,"69004015","Station Bp","","BP","24/7"
"node","25179237",45.910102,6.1180954,"74000017","Station Agip Buffard","","Agip","24/7"
"node","25179240",49.1237501,2.2482162,"95290001","C. C. Carrefour","","Carrefour","24/7"
"node","25179246",47.8550411,5.3324895,"52200012","Station Avia","","Avia","24/7"
"node","25179255",50.38719,2.3498,"62130003","Station Total","","Total","24/7"
"node","25179261",43.5480058,3.7955501,"34690007","Station Agip","","Agip","24/7"
"node","25179302",44.1365339,4.800899,"84100005","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25179310",47.9587147,-1.48725,"35150001","Super U","","Super U",""
"node","25179317",43.4114232,5.3132432,"13170007","AVIA Xpress","","","24/7"
"node","25179324",43.2032114,2.7817804,"11200002","Station Dyneff","Dyneff","Dyneff","24/7"
"node","25179328",45.0061896,0.1427776,"24700001","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25179361",48.4606914,-2.0151699,"22100008","Station Esso","","Esso","24/7"
"node","25179369",49.8809339,2.330432,"80000018","","BP","BP","24/7"
"node","25179384",48.7205856,7.6960913,"67170009","Station Carrefour","","Carrefour","24/7"
"node","25179401",49.0867362,4.8792908,"51800004","Station Bp","","BP","24/7"
"node","25179467",48.9133727,2.3572834,"93210003","Relais Total Du Landy","","Total","24/7"
"node","25209072",48.6528818,-1.3500225,"50300001","Carrefour","","Carrefour","24/7"
"node","25209078",45.1730875,-0.3331563,"17210001","Station Avia","","","24/7"
"node","25209086",48.726172,2.2792339,"91300007","DAC Cora","","Cora","24/7"
"node","25209105",48.3417873,-0.271711,"53700001","Super U","","Super U",""
"node","25209115",48.2666694,5.863754,"88170006","Station Bp","","BP","24/7"
"node","25209123",47.81,-2.393,"56140001","Casino","","Casino",""
"node","25209126",43.3368757,1.2458453,"31410003","Station Shell","","Shell","24/7"
"node","25209130",47.9794297,-4.0899324,"29000012","Station Total Access","Total Access","",""
"node","25209138",44.7606186,4.838073,"26270004","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25209148",48.8239936,2.1279986,"78150011","Carrefour express","","BP","24/7"
"node","25209151",47.37139,-0.0979,"49160001","Super U","","Super U",""
"node","25209158",44.720757,1.3683985,"46300006","Ets Garrigue","","","24/7"
"node","25209161",48.7805779,2.1731752,"78350002","Total Access - Relais de Clair Bois","","Total","24/7"
"node","25209166",47.2845873,5.0222678,"21300001","Géant Casino","","Casino","Mo-Sa 08:30-20:30"
"node","25209169",47.9335,0.1874,"72230006","Esso","","Esso","24/7"
"node","25209171",43.081,0.1394446,"65200001","Station Total","","Total","24/7"
"node","25209174",46.7330021,-1.5933108,"85190001","Hyper U Aizenay","","Hyper U","24/7"
"node","25209179",44.1211844,4.0867933,"30100005","Relais Total De La Chadenede","","Total","24/7"
"node","25209190",48.0032526,6.6141752,"88200001","C. C. Cora","","Cora","24/7"
"node","25209201",45.4421284,4.4095028,"42100018","Total Access","","Total","24/7"
"node","25209204",47.0084079,3.1524708,"58640004","Relais Total De Varennes","","Total","24/7"
"node","25209206",43.2558745,2.3645965,"11620001","Station Dyneff","","",""
"node","25209212",49.220879,2.5931944,"60300001","Station Elf","Total Access","Elf","24/7"
"node","25209214",50.41706,2.76844,"62800004","Relais Total de Rollencourt","","Total","24/7"
"node","25209224",45.1520688,5.7398481,"38320006","Station Total D'Eybens","","Total","24/7"
"node","25209230",47.780415,2.3746371,"45600002","Super U","","Super U","24/7"
"node","25209238",44.9402022,4.9084939,"26000016","Station Total","","Total","24/7"
"node","25209246",47.8005241,-1.6906849,"35470004","Total","","Relais Total de Pomméniac","24/7"
"node","25209254",48.4977367,-2.7465696,"22000003","Station Total - La Croix St Lambert","","",""
"node","25209265",46.2497,5.6413,"1100007","Relais Total Des Cretets","","Total","24/7"
"node","25209270",46.17347,-1.11793,"17285001","C. C. Carrefour Beaulieu","","Hyper U",""
"node","25209276",46.3395553,-0.3847581,"79025001","Géant Niort Est","","Casino",""
"node","25209279",47.696861,-0.8713592,"49500001","Station Super U","","Super U",""
"node","25209285",47.9068237,2.0582362,"45430001","Station Shell","","Shell","24/7"
"node","25209288",43.2621909,6.5780551,"83580001","Géant sleep place fun park","","Casino",""
"node","25209297",43.3922174,5.2569859,"13180001","Station Agip","","Agip","24/7"
"node","25209302",45.390344,4.3130966,"42500012","Station E. Leclerc","","E. Leclerc","24/7"
"node","25209305",51.02444,2.36115,"59640002","Relais Total Du Pont Loby","","Total","24/7"
"node","25209311",50.7399798,3.1391232,"59223001","C. C. Auchan","","Auchan",""
"node","25209313",46.3796434,5.8393315,"39200003","Total Access","","Total","24/7"
"node","25209318",47.8188372,1.6406197,"45190010","Station Eni","Eni","Eni","24/7"
"node","25209323",47.5596446,-2.5044377,"56190011","Station Service Carrefour Market","","Carrefour Market","24/7"
"node","25209328",48.7430992,0.9646837,"27130004","Ets Favril Carburants","","",""
"node","25209337",48.5955563,7.7094271,"67200012","Relais Total De Cronenbourg","","Total","24/7"
"node","25209344",43.9990145,4.6990979,"30126008","Station Agip","","Agip","24/7"
"node","25209347",50.7308019,2.5438576,"59190001","Super U","","Super U","24/7"
"node","25209355",48.7599849,7.3622763,"67700012","Station Esso","","Esso","24/7"
"node","25209363",47.7238355,-2.5937464,"56250002","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25209373",43.9795075,4.7864853,"30400001","Champion","","Champion",""
"node","25209378",51.01566,2.38211,"59411001","C. C. Cora","","Cora",""
"node","25209381",46.2240561,-0.1304317,"79500005","Intermarché","Station intermarché","Groupement des Mousquetaires","24/7"
"node","25209391",43.2920308,5.4538352,"13011016","Station Elf","Total Access","Elf","24/7"
"node","25209393",43.6398988,7.1386639,"6270001","C. C. Géant Casino","Casino","Casino","24/7"
"node","25209396",47.4733305,0.7758137,"37380004","Station Total","Total","Total","24/7"
"node","25209401",43.4893398,-1.456611,"64100011","Esso","","Shell","24/7"
"node","25209411",43.1426787,6.0107025,"83160004","Station Esso","","Esso","24/7"
"node","25209420",48.5441062,7.7380112,"67400001","C. C. Auchan","","Auchan",""
"node","25209427",47.6376258,-2.6735082,"56450002","Station Avia","Avia","Avia",""
"node","25209430",49.2446857,3.9237957,"51390002","Agip","","Agip","24/7"
"node","25209435",47.8229122,6.3883949,"70300001","Auchan","","Auchan","24/7"
"node","25209438",44.1784872,0.6332998,"47550001","Géant","","Casino","24/7"
"node","25209443",44.3298127,3.0806955,"12150006","Total & As24","","Total","24/7"
"node","25209446",46.9078822,0.5227841,"86100013","Esso","","Esso","24/7"
"node","25209456",48.81623,2.62299,"77184001","Station Esso","","Esso","24/7"
"node","25209459",43.7931971,4.8274498,"13210002","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25209462",49.9111748,4.0900925,"2500001","C. C. Auchan","","Auchan","24/7"
"node","25209470",43.5284896,5.4324467,"13100016","Total - Relais de Galice","","Total","24/7"
"node","25209475",50.1221967,3.0892838,"62147001","Station Avia","Avia","Avia","24/7"
"node","25209483",47.8410975,0.7573717,"72310001","Super U","","Super U","24/7"
"node","25209491",45.4985844,5.1374261,"38440003","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25209500",48.7988218,2.0033734,"78390005","Station Total","","Total","24/7"
"node","25209505",50.4928696,2.4881725,"62470004","Total Excellium","Total","Elf","24/7"
"node","25209508",44.1945191,4.7312154,"84550001","Station Carrefour","","Carrefour","24/7"
"node","25209522",48.9723339,3.2817772,"2310001","Super U","","Super U","24/7"
"node","25209524",44.39666,0.7076404,"47300006","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25209537",43.2852037,3.5137233,"34300011","Station Agip","","Agip","24/7"
"node","25209539",49.5701992,2.9780855,"60400001","Auchan","","Auchan","24/7"
"node","25209544",47.1856732,5.3350595,"21130006","Station BP","","Shell","24/7"
"node","25209555",46.343202,2.5920148,"3100002","Relais Total Lagarde","","Total","24/7"
"node","25209560",49.03344,2.63575,"77230001","Station Total","","Total","24/7"
"node","25209563",48.5629181,2.2282745,"91630007","Relais Total De Torfou","Total access","Total","24/7"
"node","25209569",47.9739273,3.199661,"89116003","Relais Total De La Couline","","Total","24/7"
"node","25209575",49.0386029,2.084667,"95000007","Esso","","","24/7"
"node","25209578",47.8426648,-0.9706518,"53400001","La station U","","Super U",""
"node","25209583",43.2948551,5.4799652,"13368001","Centre Commercial Géant la Valentine","","Géant Casino","24/7"
"node","25209585",48.2668592,2.7080412,"77140011","Station Total","","Total","24/7"
"node","25209593",47.6334465,6.1586865,"70000005","","Avia","","24/7"
"node","25209604",45.8424112,3.5151316,"63300007","Garage Pireyre Fuel","","","24/7"
"node","25209614",47.4797965,6.7774657,"25420002","Station Total","","Total","24/7"
"node","25209617",43.71675,-1.05161,"40100008","Station Total","","Total","24/7"
"node","25209619",48.9278044,2.4738176,"93150012","","","BP","24/7"
"node","25209630",50.7327226,1.6685577,"62280003","C. C. Auchan","","Auchan",""
"node","25209635",45.2456794,1.7734991,"19150002","Super U","","Super U","24/7"
"node","25209641",45.9092966,6.1177769,"74000014","Relais Total Des Allueges","","Total","24/7"
"node","25209647",47.278913,-0.0662472,"49400004","Intermarché","","Groupement des Mousquetaires",""
"node","25209666",48.7473456,-3.4594799,"22300001","C. C. Géant Casino","","Casino","24/7"
"node","25209679",45.7391496,4.9050616,"69500009","Total Access","Total","Total","24/7"
"node","25209690",48.7246514,7.6912565,"67170002","Station Carrefour","","Carrefour","24/7"
"node","25209693",50.0078799,2.6657116,"80300006","Relais Total D'albert","","Total","24/7"
"node","25209696",48.0001307,-4.0895301,"29000013","Total Access Quimper Centre","","Total",""
"node","25209700",48.8142298,-1.544516,"50380001","","","",""
"node","25209703",50.6346062,3.120928,"59658001","C. C. Cora","","Cora",""
"node","25209705",49.0153921,2.1463372,"95480002","Station Esso","","Esso","24/7"
"node","25209708",48.2886182,-0.6112763,"53100006","Garage Martineau","","",""
"node","25209711",44.5519107,-0.264609,"33210001","Station Total Du Sauternais","","Total","24/7"
"node","25209713",46.2049654,5.2946281,"1250002","BP","","BP","24/7"
"node","25209720",47.6229009,6.1381739,"70000002","Station Total Du Lac","","Total","24/7"
"node","25209723",46.0654884,6.4097204,"74130013","Station Agip","","Agip","24/7"
"node","25209725",48.8853142,2.5046897,"93250008","","","BP","24/7"
"node","25209728",47.8074868,-0.1671664,"72300005","Station Shell","","Shell","24/7"
"node","25209736",43.295633,3.2177064,"34350003","Station Dyneff (Truck étape)","","","24/7"
"node","25209739",44.6112457,2.0280047,"46100004","Station Esso","","Esso",""
"node","25209754",43.6012254,7.1225509,"6600007","station AVIA","","AVIA","24/7"
"node","25209770",48.823134,2.4939428,"94500013","Station Bp","","BP","24/7"
"node","25209773",44.6524107,-1.1468754,"33120003","Avia","","Avia","24/7"
"node","25209776",47.7786753,-3.1953034,"56690004","Total Access","","Total",""
"node","25209779",43.6600642,1.4314324,"31140007","Elan","Elan","Elan","24/7"
"node","25209783",48.4495349,1.5063869,"28000011","Total Access","Total Access","","24/7"
"node","25209786",48.6301153,2.4863537,"91250011","Station BP","","BP","24/7"
"node","25209794",45.0417351,0.3519474,"24400003","Super U","","Super U","24/7"
"node","25209796",49.1188613,6.7096783,"57500001","Station Total","","Total","24/7"
"node","25209804",44.5438048,6.0613788,"5000010","Station Esso Clement","","Esso","24/7"
"node","25209807",44.6670662,5.6974154,"26620001","Station Avia","","Avia","24/7"
"node","25209809",48.6383152,2.2021009,"91460014","Station Bp","","BP","24/7"
"node","25209815",44.111159,4.0961401,"30104001","C. C. Cora","","Cora","24/7"
"node","25209819",48.519873,-2.7924754,"22000001","C. C. Géant Casino","","Casino","24/7"
"node","25209822",43.6080875,3.9130199,"34000013","Elf La Lironde","Total Access","Elf","24/7"
"node","25209829",45.5739176,4.8106452,"38670001","","","Géant Casino","24/7"
"node","25209833",47.5931448,7.5556247,"68300002","Station Total","","Total","24/7"
"node","25209835",44.0763377,6.1880906,"4000001","Carrefour","","Carrefour","24/7"
"node","25209838",43.6018751,5.0072304,"13140002","Station service des Molières","Dyneff","","24/7"
"node","25209841",43.7300408,7.1856985,"6201001","C. C. Carrefour","","Carrefour","24/7"
"node","25209846",48.5910556,6.4252936,"54300005","Station Esso","","Esso","24/7"
"node","25209855",46.6380924,-0.755383,"85120002","Station Elf","Total Access","Elf",""
"node","25209857",44.4689687,4.7634507,"26780005","Station Dyneff","","","24/7"
"node","25209866",47.5089203,-2.041032,"44530003","Super-U","","Super-U","24/7"
"node","25209872",47.0169823,4.8361603,"21200002","Station BP","","BP","24/7"
"node","25209875",45.21757,6.4621,"73140007","","","Agip","24/7"
"node","25209877",48.7825256,2.2142479,"78140001","Station Auchan","","Auchan","24/7"
"node","25209880",44.1140809,4.1010697,"30100009","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25209883",45.4452009,4.4665556,"42650001","BP Aire de la Chabrure","BP","","24/7"
"node","25209885",43.2397435,0.0603438,"65000010","Station Elf","Total Access","Elf","24/7"
"node","25209888",46.5583,0.3109,"86000013","Station Super U","","Système U","24/7"
"node","25209896",44.8419338,-0.6645977,"33700020","Relais Total du Pichey","","Total","24/7"
"node","25209898",44.9134437,2.4268478,"15000012","Station Avia","","Avia",""
"node","25209903",47.4269,0.7104,"37100011","Total","","","24/7"
"node","25209909",48.8549783,2.2224884,"92210009","Station Total","","Total Access","24/7"
"node","25209917",47.0002575,3.1553447,"58000005","Station Avia","","Avia","24/7"
"node","25209919",46.1765419,-1.1033263,"17138006","Total Access","","Total","24/7"
"node","25209927",45.5737444,5.9531351,"73230001","Avia","","Avia","24/7"
"node","25209933",46.6699944,5.5263959,"39570004","Super U","","Super U","24/7"
"node","25209936",43.6623554,5.4479052,"13610001","Station Total","","Total","24/7"
"node","25209941",44.9430423,4.8594462,"7130002","Station Shell","","Shell","24/7"
"node","25209946",44.7800124,-0.6902543,"33610005","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25209959",50.69771,3.16534,"59100011","Station Elf","Total Access","Elf","24/7"
"node","25209960",48.2644884,2.7222744,"77140012","Station Esso","","Esso","24/7"
"node","25209973",47.9759515,1.8601288,"45520004","Total","","BP","24/7"
"node","25209975",49.188183,2.2349453,"60230004","Relais Néflier","Total Access","Elf","24/7"
"node","25209983",48.6920748,6.1279589,"54520001","Auchan","","Auchan","24/7"
"node","25209991",43.9369058,-1.0925064,"40260008","Station Avia","","Avia","24/7"
"node","25210007",43.3542701,3.2291671,"34500026","Station Total Access","","Total",""
"node","25210010",49.0464,3.95655,"51200006","Relais Total Des Sparnaciens","","Total","24/7"
"node","25210013",50.1751969,1.6378573,"80230002","Intermarché","","Groupement des Mousquetaires",""
"node","25210018",43.533038,6.448736,"83300006","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25210041",43.4416425,5.3954345,"13320011","Station Total","","Total","24/7"
"node","25210046",46.9209828,4.7484137,"71150003","Station Esso Les Creusottes","","Esso","24/7"
"node","25210060",47.3378389,-1.6548573,"44119003","Station Shell","","Shell","24/7"
"node","25210063",44.1853181,0.6635917,"47550009","Station Esso","Esso","","24/7"
"node","25210072",48.9968223,2.1889164,"95370008","Total Access","Total Access","Total Access","24/7"
"node","25210075",50.6649057,3.1827782,"59510003","Relais Total Des Trois Baudets","","Total","24/7"
"node","25210081",45.6983985,4.9741803,"69800012","Station Service BP","BP","BP","24/7"
"node","25210089",48.6189599,-2.4224492,"22240001","Station Elf Garage Peugeot","Total Access","Elf",""
"node","25210095",45.6970078,4.8248891,"69310004","","","Total","24/7"
"node","25210101",44.4426865,4.3488199,"7120001","Super U","","Super U","Mo-Su 00:00-00:00"
"node","25210112",49.3184891,1.1570238,"27460001","Super U","","Super U","24/7"
"node","25210127",45.6120095,6.4501731,"73540003","","","Elan",""
"node","25210133",50.5325135,3.0462288,"59113008","Relais Total de Phalempin","Total","Total","24/7"
"node","25210138",50.6828567,3.0852861,"59700009","Station Total Access","Total Access","","24/7"
"node","25210141",44.4041218,0.6880511,"47300002","Station Total","","Total",""
"node","25210144",48.0697658,-0.7941308,"53000011","Relais Total de La Closerie","","Total","24/7"
"node","25210153",43.4456165,5.2467598,"13127012","Station Bp","","BP","24/7"
"node","25210158",43.6135684,3.8091553,"34990001","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25210161",45.7057892,4.8776592,"69200007","Station Service Bp","","BP","24/7"
"node","25210169",45.4444624,4.7522821,"42410001","Saint-Michel","","","24/7"
"node","25210173",47.0984388,5.4989866,"39100010","Station Avia","","Avia","24/7"
"node","25210179",44.7864224,-0.5946609,"33170004","Agip","","Agip","24/7"
"node","25210185",43.4468492,5.8628852,"83470006","Relais Total De L'olympe","","Total","24/7"
"node","25210194",43.4278602,4.9655453,"13270013","Relais Total de la Marronède","Total","","24/7"
"node","25210202",45.1858249,0.7752666,"24750001","Hyper U","","Carrefour",""
"node","25210210",48.211469,4.2419687,"10270006","Relais Total De Fresnoy","","Total","24/7"
"node","25210218",47.9741794,3.1974423,"89132001","","","Avia","24/7"
"node","25210225",43.3589133,3.3458326,"34290003","Station Shell","","Shell",""
"node","25210230",45.1648452,1.5105572,"19100017","Total Access","","Total","24/7"
"node","25210233",49.2083632,2.602346,"60300003","BP","","BP","24/7"
"node","25210235",48.0433656,7.5561458,"68600001","Total","Total Access","Elf","24/7"
"node","25210247",49.0482408,2.1329751,"95310011","Relais Total Des Oziers","","Total","24/7"
"node","25210263",49.0345691,3.3918224,"2400005","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25210265",46.01098,4.09707,"42120002","Station Shell","","Shell","24/7"
"node","25210270",46.0793691,3.2011403,"3800006","Roady","","Groupement des Mousquetaires",""
"node","25210276",45.3012594,-0.9339028,"33340002","Station Total","","Total","24/7"
"node","25210286",48.8535333,2.415118,"75020011","Relais Total de la Porte de Montreuil","","Total","24/7"
"node","25210296",43.609713,1.4925313,"31130008","Total Access","Total Access","Total","24/7"
"node","25210304",44.4566982,1.4365276,"46000011","Station Avia","","Avia","24/7"
"node","25210307",47.3967,0.7169,"37700010","Relais Total Du Rochin","","Total","24/7"
"node","25210317",48.9614699,1.8123612,"78680004","Total Access","Total Access","","24/7"
"node","25210333",47.8208848,1.6415388,"45190011","Station Eni","","Eni","24/7"
"node","25210337",49.207295,0.9352971,"27370001","Station Total","","Total",""
"node","25210345",46.114798,5.4906417,"1430005","Station Bp","","BP","24/7"
"node","25210358",50.5255626,1.6283841,"62630004","E. Leclerc","","E. Leclerc","24/7"
"node","25210360",42.938,2.236,"11260001","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25210369",43.830968,5.0543962,"84300011","Relais Total Des Bas Banquets","","Total","24/7"
"node","25210372",43.3115774,1.9692613,"11400001","Géant Casino","","Casino","24/7"
"node","25210374",45.6989045,-1.0530787,"17920001","Station Avia","","Avia",""
"node","25210380",50.0671474,1.6068266,"80210002","Station Elf","Total Access","Elf","24/7"
"node","25210392",47.2223808,5.0094758,"21220004","","","Shell","24/7"
"node","25210403",47.1114876,-2.0702613,"44210002","Intermarché","","Groupement des Mousquetaires","24/7"
"node","25210405",48.7357478,2.1743556,"91400010","Total Access","Total","Total","24/7"
"node","25210408",48.7925072,1.6320146,"78550004","Station Avia","","Avia","24/7"
"node","25210416",48.4287993,-4.6135458,"29290001","Super U","","Super U",""
"node","25210423",44.6367768,-0.9597739,"33380001","C. C. Auchan","","Auchan","24/7"
"node","25210457",47.6624753,-0.243982,"49430001","Super U","","Super U",""
"node","25210462",49.3611722,0.8650334,"27310006","Station shell","","Shell","24/7"
"node","25210467",49.026,2.104,"95610008","Station Bp","","BP","24/7"
"node","25210473",42.9505521,2.9699031,"11480001","Station Carrefour","","Carrefour","24/7"
"node","25210477",49.8888459,2.8405937,"80200012","Carrefour","","Carrefour","24/7"
"node","25210480",47.3149305,4.4960512,"21320005","","","Avia","24/7"
"node","25210482",44.7090705,2.1957265,"15600001","Station Total","","Total",""
"node","25210487",49.3862502,2.7848279,"60200011","Total","","Total","24/7"
"node","25210490",47.2260686,-1.6343649,"44800004","E. Leclerc","E. Leclerc","","24/7"
"node","25210493",48.6853885,5.7257216,"55190003","Relais Total De La Porte De La Meuse","","Total","24/7"
"node","25210496",43.5788519,3.8767817,"34000010","Station Agip","","Agip","24/7"
"node","25210499",47.6878661,2.6205722,"45500001","C. C. Auchan","","Auchan","24/7"
"node","25210508",44.0896945,6.2370781,"4000004","Intermarché","","Groupement des Mousquetaires",""
"node","25210516",48.8060386,2.3762509,"94200008","Station Total","","Total","24/7"
"node","25210525",48.4286892,2.9326644,"77130010","Station Shell","","Carrefour","24/7"
"node","25210527",46.1347172,4.7673084,"69220007","Station Shell de Taponas","","Shell","24/7"
"node","25210530",48.1741053,0.6523075,"72400005","Station Shell","","Shell","24/7"
"node","25210532",45.5633901,5.9655579,"73490002","Super U","","Super U","24/7"
"node","25210547",51.0232165,2.3400245,"59430001","C. C. Carrefour","","Carrefour","24/7"
"node","25210551",43.5870103,-1.4206478,"40530001","Station Esso","","Esso","24/7"
"node","25210553",43.5334155,6.9337917,"6211001","Station Service Géant Casino","","Casino","24/7"
"node","25210558",43.4855449,1.5496241,"31450001","Station Carrefour","","Carrefour","24/7"
"node","25210559",47.7619748,-3.2920122,"56700005","Station Total","","Total",""
"node","25210561",48.8303365,2.7460663,"77600003","Relais Total De Bussy-Saint-Georges","","Total","24/7"
"node","25210566",48.6728927,5.8863093,"54200005","Station Avia","","","24/7"
"node","25210569",43.1148689,6.1101209,"83400001","Géant Hyères","Casino","","24/7"
"node","25210572",47.3558727,5.0332147,"21121001","Géant","","Casino",""
"node","25210582",45.3793657,4.275814,"42700001","Géant Casino","","Casino","24/7"
"node","25210585",43.8100818,4.3294265,"30900017","Total Access","","Total",""
"node","25210600",46.2810368,5.2886626,"1370001","Relais Total Du Sevron","","Total","24/7"
"node","25210610",45.503,6.50006,"73260001","","","Elan","24/7"
"node","25210624",47.3359456,-1.6527793,"44119005","Station Total","","Total","24/7"
"node","25210635",48.4977918,-2.7453833,"22000011","Station Total access","","Shell","24/7"
"node","25210640",48.6409588,6.1830517,"54182001","","","Cora","24/7"
"node","25210654",43.58536,-1.4197,"40530002","Station Esso","","Esso","24/7"
"node","25210657",48.9484072,2.3427555,"93800006","Relais Total Claude Debussy","","Total","24/7"
