"osm_obj","osm_id","osm_lat","osm_lng","osm_ref:FR:prix-carburants","osm_name","osm_brand","osm_operator","osm_opening_hours"
"node","3265403038",48.64166,4.9074212,"52100008","Station Esso Express","","Esso","24/7"
"node","3270074461",47.8166994,7.5405228,"68490002","","","","24/7"
"node","3271837573",46.3720034,2.4683883,"3380002","","","","24/7"
"node","3274104805",46.1182777,5.4912293,"1430003","Station Agip","","Total","24/7"
"node","3274572017",45.7163855,4.8605012,"69200008","Leclerc Vénissieux","","E. Leclerc","24/7"
"node","3274581767",45.7678134,4.9354517,"69120006","","","","24/7"
"node","3274581768",45.7715347,4.9695985,"69150001","","","","24/7"
"node","3277137384",49.2520468,3.0585245,"2600004","","Avia","","24/7"
"node","3277327271",50.0583544,4.0870127,"59132001","","","Groupement des Mousquetaires","24/7"
"node","3278387319",46.321897,3.3916877,"3150001","","Total","",""
"node","3278769417",46.327829,3.38775,"3150006","","Avia","","24/7"
"node","3280997454",49.2534817,2.4283685,"60160002","","E. Leclerc","","24/7"
"node","3284968873",48.8116116,6.7152138,"57260001","Match","Independent","","24/7"
"node","3286282646",48.838074,2.3312952,"75014008","","","","24/7"
"node","3286282647",48.8449642,2.2715165,"75016013","","","",""
"node","3286282648",48.8472386,2.2588001,"75016003","BP","","","24/7"
"node","3286282651",48.8720375,2.2998901,"75008009","","","","24/7"
"node","3286282652",48.8738003,2.2922634,"75016018","","","","24/7"
"node","3286282653",48.8751861,2.3096416,"75008006","","","","24/7"
"node","3286368394",48.8531679,2.3079869,"75007003","Avia","","",""
"node","3286386321",48.8951406,2.3724201,"75019016","Total","","","24/7"
"node","3286430496",48.8679452,2.4057911,"75020007","","","",""
"node","3286430497",48.8711283,2.4085012,"75020010","Total Mortier","Total","","24/7"
"node","3286543311",48.856547,2.3790561,"75011003","","","","24/7"
"node","3286567614",48.8457849,2.4008634,"75012021","","","","24/7"
"node","3287787819",50.3500023,2.5817198,"62690001","","","",""
"node","3293351709",47.6271523,6.1716078,"70000001","C. C. Cora","","Cora","24/7"
"node","3296277766",43.1175347,3.1049513,"11430002","","","","24/7"
"node","3296277767",43.1715917,3.1814227,"11560001","","","",""
"node","3296411300",43.1746659,2.9924542,"11100013","Total Access","Total","","24/7"
"node","3296413607",43.2566212,2.9474571,"11590002","","","","24/7"
"node","3296413609",43.2658947,2.9488411,"11590003","","","","24/7"
"node","3298402712",48.7665593,2.4902577,"94380003","Station Service E. Leclerc","","E. Leclerc","24/7"
"node","3302649690",49.2516719,4.0472232,"51100001","Essence carrefour market","","","24/7"
"node","3303361961",45.7746482,4.7941088,"69009007","","Total","","24/7"
"node","3304836565",47.9101097,1.8815954,"45140007","Total Access","","","24/7"
"node","3305317163",48.8917149,2.5804219,"77500004","Intermarché Super","","Groupement des Mousquetaires","24/7"
"node","3305320869",48.9152183,2.5895023,"93470002","","","","24/7"
"node","3306599561",48.8916418,-0.1783549,"14700005","","","Elan",""
"node","3308050052",47.3177082,5.003102,"21000023","","","Intermarché","24/7"
"node","3308157752",47.3019589,5.0685817,"21000017","","","",""
"node","3310611586",44.6112523,4.4095016,"7200005","","","",""
"node","3311613785",47.1468719,-0.5219106,"49310001","Super U Vihiers","","Super U","24/7"
"node","3318109330",43.6233307,0.8834318,"32200005","","","","24/7"
"node","3318798806",44.464067,2.4171228,"12330004","Netto","","",""
"node","3319243869",50.4463296,2.7975783,"62750002","","Intermarché","","24/7"
"node","3329048597",47.4733143,6.0991749,"70190001","","","","24/7"
"node","3329080574",47.279421,5.5667192,"70140002","","","","24/7"
"node","3329084079",47.3995613,5.323108,"21310005","","","","24/7"
"node","3330751897",47.4381295,5.6056665,"70100006","","","",""
"node","3330751898",47.4446383,5.5980132,"70100003","","","",""
"node","3330751899",48.9144445,2.2834777,"92600007","","BP","","24/7"
"node","3330769591",43.5598565,5.461457,"13100006","Esso Express","","","24/7"
"node","3336659287",50.7384004,2.725607,"59270001","","","","24/7"
"node","3336875296",48.9083599,2.3438704,"93400010","","","","24/7"
"node","3336875297",48.9352402,2.3678856,"93200007","","","","24/7"
"node","3336875298",48.9484958,2.3785316,"93240007","","","","24/7"
"node","3336879784",48.9195083,2.3941556,"93300003","","","","24/7"
"node","3337646100",48.9144739,2.4407328,"93000010","","","","24/7"
"node","3337646101",48.9257196,2.467091,"93150004","","","","24/7"
"node","3347922585",47.0014678,-0.8907384,"49300010","","","","24/7"
"node","3347922586",47.0464392,-0.8857137,"49300008","","","",""
"node","3347922588",47.0631811,-0.8662685,"49300015","","","","24/7"
"node","3352378692",43.5327817,3.919252,"34250003","Total Access","Total","Total",""
"node","3357371152",47.789933,-3.4216254,"56530001","","","",""
"node","3359868999",50.4543481,2.904663,"62440001","","","","24/7"
"node","3362115026",44.3610709,2.0405291,"12200001","Total","","","24/7"
"node","3362115028",44.3598777,2.0395046,"12200003","Station Esso","","","24/7"
"node","3362148210",47.5125426,5.1728035,"21120002","","","","24/7"
"node","3362156264",47.5200323,5.1788696,"21120004","","","","24/7"
"node","3362999719",45.8410185,6.5826411,"74120004","","Intermarché","","24/7"
"node","3366225032",43.1896932,5.6260621,"13600015","","Total Access","","24/7"
"node","3367580086",45.5294702,5.6898686,"73330001","Hyper U","Super U","Système U","24/7"
"node","3371947897",48.0808826,-2.949103,"56300002","Total Pontivy Nord","","Total",""
"node","3374724625",49.4023518,2.735505,"60680003","","","","24/7"
"node","3375160141",43.9195074,2.1764746,"81000011","","Fina","Fina",""
"node","3375176693",46.3793242,6.4904329,"74200006","Esso Express","Esso","","24/7"
"node","3377923957",44.6670907,4.1631014,"7330001","Station Total","","","24/7"
"node","3382948924",46.0839444,-1.0738275,"17220002","","Intermarché","","24/7"
"node","3385161743",47.7508736,6.5697366,"70270001","","","",""
"node","3385368760",45.6346177,-0.9755596,"17600004","","Leclerc","E.Leclerc",""
"node","3385666039",45.8972404,0.9201981,"87200001","Station Hyper U","","Système U","24/7"
"node","3386026719",48.2810755,-2.7012749,"22150004","","","Intermarché",""
"node","3387709962",44.73367,-0.2586906,"33760001","","","Total",""
"node","3387709963",44.7356662,-0.2669764,"33760002","","","Carrefour","24/7"
"node","3388075625",46.1164106,4.9490412,"1400006","","","","24/7"
"node","3391697396",46.2296397,5.2572508,"1440002","","Total","","24/7"
"node","3391922741",48.6939765,-3.7876615,"29630002","","","",""
"node","3392585939",50.4094137,1.6469983,"62180004","Carrefour","","Carrefour","24/7"
"node","3396442116",45.8652646,1.2383688,"87270004","","","","24/7"
"node","3397120633",42.7145995,9.4550349,"20200001","Station Vito Cap Bastia","Vito","Vito","24/7"
"node","3407549811",45.7912477,1.1365047,"87700004","Intermarché","","Groupement des Mousquetaires","24/7"
"node","3408046854",46.1581778,5.603143,"1130003","Relais Résidences","Total Access","","24/7"
"node","3408046855",46.1651528,5.5710977,"1460003","","","","24/7"
"node","3409061357",48.5111003,3.8983423,"10170001","Intermarché Contact","","Groupement des Mousquetaires","24/7"
"node","3409793415",45.5360559,3.2515204,"63500006","Total","","","24/7"
"node","3409829171",45.553516,3.2494043,"63500007","Total","","","24/7"
"node","3411912844",49.2024965,2.4616085,"60500008","","","Carrefour Market","24/7"
"node","3412082736",47.8345547,2.8410997,"45230001","","","","24/7"
"node","3415621088",50.214869,3.0661316,"62860002","La Station U","","","24/7"
"node","3417090931",46.014095,4.09313,"42120001","Carrefour market","","","24/7"
"node","3417203958",50.1078506,1.8317711,"80100004","Total","","Total","24/7"
"node","3419527392",48.7577667,7.573923,"67270002","","","E. Leclerc","24/7"
"node","3426362854",43.8765747,-0.5059807,"40280005","Total","","","24/7"
"node","3434516519",45.3907094,5.7392036,"38380002","","","",""
"node","3436106389",48.4451489,-2.7508668,"22960001","Station Carrefour","","","24/7"
"node","3451448018",44.1008222,5.1022103,"84330003","","","Carrefour Contact","Mo-Fr 07:00-19:00; Sa 07:00-12:00"
"node","3451668636",46.9404679,-1.0678158,"85130006","","","","24/7"
"node","3454126391",44.7770542,4.8472811,"26250001","","","","24/7"
"node","3456857373",49.0958866,1.6093337,"27620002","Intermarché Super","","Groupement des Mousquetaires",""
"node","3458718425",49.0441798,1.12905,"27000007","Intermarché Super","","Groupement des Mousquetaires","24/7"
"node","3461597289",44.0272016,4.874073,"84700005","Total Access","","","24/7"
"node","3466070578",50.8907082,2.4632194,"59470004","Total Access","","","24/7"
"node","3466098638",50.9552393,2.4333864,"59380005","","Total Access","Total","24/7"
"node","3468227805",49.4555398,2.0994494,"60005001","BP","BP","BP",""
"node","3471683644",48.6865166,-1.3641439,"50300004","Station Service","","Carrefour","24/7"
"node","3472430333",47.2072218,4.2698181,"21430003","","","","24/7"
"node","3474677776",43.1799839,-0.6134993,"64400005","","Intermarché","","24/7"
"node","3475054364",47.2812611,4.2365462,"21210001","bi1","","",""
"node","3475054390",47.2827133,4.2288874,"21210003","","Total","","24/7"
"node","3475056778",42.7994245,0.4103946,"65510001","","","","24/7"
"node","3476359645",49.284203,2.4916707,"60870003","","Total","","24/7"
"node","3477073325",46.7898286,3.965999,"58170001","","","","24/7"
"node","3478041852",49.0224216,3.0306168,"77440002","","","",""
"node","3479388184",49.0267802,2.3688152,"95440001","","","","24/7"
"node","3482421429",47.3280598,0.9871132,"37150002","","","","24/7"
"node","3489364106",44.7831067,1.732065,"46500001","Total Contact","","Total","24/7"
"node","3489531057",48.0608708,-2.6899325,"56580001","U Express 24/24","","","24/7"
"node","3489923829",46.5733017,-1.1168296,"85210007","","Avia","","24/7"
"node","3490147855",49.130579,6.1574795,"57050001","","","","24/7"
"node","3491751157",47.1376168,4.9568054,"21700006","","","","24/7"
"node","3494414904",47.6741458,-3.1719559,"56550001","Super U","Super U","Super U",""
"node","3494760607",46.6685678,0.4045354,"86130006","Super U","Super U","",""
"node","3495283973",47.0558985,6.6089251,"25500001","BP","","ROGNON Cyrpien","24/7"
"node","3497391168",46.0990289,3.2029278,"3800003","","","","24/7"
"node","3497391169",46.0993943,3.2075127,"3800004","Total","","","24/7"
"node","3497391185",46.1098985,3.1984956,"3800005","Total","","","24/7"
"node","3498041180",47.0807355,1.3463569,"49460001","Intermarché Contact","","Groupement des Mousquetaires","24/7"
"node","3498279089",46.1505045,4.5941974,"69430002","","","","24/7"
"node","3498282417",45.825621,3.367663,"63190009","","","","24/7"
"node","3498295745",45.7877987,3.2683438,"63430002","","","TOTAL","24/7"
"node","3501388396",48.7983076,2.0483718,"78180002","Total","","Total",""
"node","3502002951",45.6368024,-1.0635817,"17640001","U Express","U Express","","24/7"
"node","3502002960",45.5865616,-0.8516351,"17120003","","Avia","",""
"node","3502924635",48.0424454,3.0679085,"45320003","","","","24/7"
"node","3508840396",46.8884168,5.2620517,"71270002","","","",""
"node","3509187422",47.0006194,0.0676329,"86200003","","","Super U","24/7"
"node","3510697118",49.4214114,1.9787251,"60650004","","","Groupement des Mousquetaires","24/7"
"node","3510916267",46.2837748,4.0414135,"71110003","","","",""
"node","3512247380",46.5669902,0.8594806,"86310002","Intermarché Contact","","Groupement des Mousquetaires","24/7"
"node","3512301632",50.5386601,2.6307418,"62400004","Total","","","24/7"
"node","3512654157",43.6730104,6.9940542,"6650001","","","","24/7"
"node","3514442987",49.0393283,2.1159168,"95310008","","Esso","","24/7"
"node","3514442988",49.0396555,2.1153773,"95310010","","BP","","24/7"
"node","3515751447",43.6501312,6.8106095,"6530003","Station service Carrefour Contact","","","24/7"
"node","3519769930",46.8893594,2.5690299,"18130002","Intermarché Super","","Groupement des Mousquetaires","24/7"
"node","3523592120",46.2843007,2.6679475,"3310002","Station Intermarché","","","24/7"
"node","3523703173",46.5311566,2.6217138,"3190003","","","","24/7"
"node","3525752204",46.1112784,2.6976141,"63330002","Intermarché Contact","","Groupement des Mousquetaires","24/7"
"node","3525851799",46.3002488,2.7369539,"3600003","","","Groupement des Mousquetaires","24/7"
"node","3526233097",48.7773429,2.0186182,"78180011","Esso Express Montigny le Bretonneux","","Esso Express","24/7"
"node","3528147916",47.6776588,2.5944965,"45500006","Intermarché","","","24/7"
"node","3533818529",48.9931143,2.1981471,"95370001","","","Carrefour","24/7"
"node","3538991113",42.8512734,1.6036339,"9400002","Station Service","","","24/7"
"node","3539431745",47.707813,2.6369349,"45500007","Station Service - Leclerc","","","24/7"
"node","3541910590",44.1944049,0.5973346,"47520001","Hyper Casino","","",""
"node","3544344173",47.0829504,2.0461823,"36260001","","","","24/7"
"node","3547102390",49.8819494,2.3279407,"80000009","Esso Express","Esso","Esso","24/7"
"node","3550415107",46.3428546,6.1414618,"1220001","","","","24/7"
"node","3556855896",48.8924476,2.41066,"93500007","Relais Pantin Lolive","","Total","24/7"
"node","3557801654",48.8037722,2.4129015,"94140004","","","","24/7"
"node","3558089420",48.908744,2.427836,"93000009","","","","24/7"
"node","3558432044",46.0372398,4.0746301,"42300007","","","","24/7"
"node","3558432053",46.0414461,4.0814744,"42300010","","","",""
"node","3558432055",46.0546049,4.0647126,"42153003","","Intermarché","","24/7"
"node","3558501197",49.1392009,4.3660774,"51400003","","","",""
"node","3559182216",49.9174204,2.9336475,"80200003","","Total","",""
"node","3560751397",50.1067995,2.8481026,"62450005","Total Access","Total","","24/7"
"node","3561073308",48.6344538,7.4607531,"67310004","Total Access","","Total",""
"node","3561689401",46.897483,3.4653488,"58260001","","","","24/7"
"node","3567317270",46.7711247,6.3791788,"25370002","","","","24/7"
"node","3572650949",47.48726,6.7702121,"25420005","","","",""
"node","3574553404",43.4059363,4.9810038,"13110004","","","","24/7"
"node","3576171306",47.6757278,-3.1966847,"56550002","Total","Total","",""
"node","3578221023",48.8723684,2.8714605,"77860001","","","","24/7"
"node","3578999997",45.8100842,5.4033233,"38390001","","","","24/7"
"node","3581431301",46.3821697,5.7768985,"39170002","Bi1","","","24/7"
"node","3581431303",46.4027388,5.79376,"39170001","SPAR","","","24/7"
"node","3585560999",47.19664,-0.2754799,"49700002","","","",""
"node","3588353957",46.9853394,-0.4536484,"79150001","","Carrefour","",""
"node","3591073014",46.8266222,5.5732994,"39230003","Avia","","",""
"node","3596788807",50.3990116,3.5412568,"59860003","","","Système U","24/7"
"node","3604574905",47.4524461,-0.2655701,"49630004","Super U","","",""
"node","3605056350",47.4429643,0.3237964,"37340001","","","Super U",""
"node","3606691242",50.7100434,2.1273371,"62380001","Total","","Hanse Sarl",""
"node","3607435462",47.4187112,0.6647008,"37540003","","","","24/7"
"node","3607501803",44.9688425,-0.376583,"33240003","","","Total","24/7"
"node","3608145412",46.4386317,5.7216049,"39260001","","","","24/7"
"node","3609377262",45.3486378,5.5952916,"38430003","Carrefour Market","","Carrefour","24/7"
"node","3609416689",45.3596039,5.6002019,"38500003","Simply Market","","","24/7"
"node","3611096792",46.7457513,5.9190632,"39300006","","","","24/7"
"node","3611097044",46.7486438,5.9048983,"39300005","Dats 24","","Dats 24","24/7"
"node","3611097050",46.7489113,5.9074253,"39300001","","","","24/7"
"node","3613613614",48.9446946,2.2068453,"95100032","Total Access","","","24/7"
"node","3613729562",48.9432286,2.1290701,"78600004","Total Access","","","24/7"
"node","3615259769",46.5909136,4.066137,"71130002","","","","24/7"
"node","3615286731",46.6043058,4.0710374,"71130004","Intermarché Super","","Groupement des Mousquetaires","24/7"
"node","3616195626",50.0604971,1.4106432,"80350001","C. C. Auchan","Auchan","Auchan","24/7"
"node","3616240296",45.1927947,1.4520457,"19240002","","Carrefour Contact","","24/7"
"node","3616829727",49.137706,2.2731057,"95260002","Intermarché Super","","Groupement des Mousquetaires","24/7"
"node","3619696128",48.0674624,7.3439477,"68000013","Avia","","","24/7"
"node","3619917069",46.1919278,3.264817,"3110003","","Avia","",""
"node","3623386531",43.5190058,5.200461,"13130006","Total Access Les Chasseurs","Total","","24/7"
"node","3627575084",43.4092201,5.3209584,"13170011","Relais Mirabeau","Total","","24/7"
"node","3631769421",46.882971,5.2476746,"71270005","","","","24/7"
"node","3632880760",45.1470522,4.1278083,"43200002","","","","24/7"
"node","3635354029",45.9904573,-1.0765646,"17450001","","","","24/7"
"node","3637807036",50.642596,1.7422992,"62830001","Intermarché Contact","","Groupement des Mousquetaires","24/7"
"node","3641029911",49.0487224,6.5927826,"57380002","","","Super U","24/7"
"node","3647020898",48.0994123,3.9201495,"10130004","Intermarché Contact","","Groupement des Mousquetaires","24/7"
"node","3654966919",46.7461592,5.456964,"39140001","","","",""
"node","3656698951",44.4973242,-1.0558438,"40460002","Station Service Intermarché","","Intermarché","24/7"
"node","3657421435",45.0972405,4.0588627,"43200003","","","",""
"node","3660542837",46.7127193,-1.9610486,"85270001","","","Hyper U","24/7"
"node","3662060313",45.584798,5.2855049,"38300012","","","","24/7"
"node","3662206527",48.7055798,2.3430255,"91410004","Leclerc Carburants","Leclerc","","24/7"
"node","3662667795",43.8443428,0.6614437,"32500002","Total","","",""
"node","3662680107",43.8421146,0.66074,"32500003","Avia","","",""
"node","3664272530",47.7407373,7.1476936,"68520004","","","Système U","24/7"
"node","3664363853",47.5573977,2.8429143,"45420001","","ATAC","","24/7"
"node","3664784490",45.490344,4.5515858,"42152005","","","","24/7"
"node","3666738972",45.0494624,3.8886548,"43000002","","","Super U","24/7"
"node","3668378633",46.1025219,3.9673886,"42640001","","","",""
"node","3668827688",45.1508265,3.5467858,"43230001","Total","","Total","24/7"
"node","3668827690",45.1188353,3.7298472,"43320001","","","Total","24/7"
"node","3675092654",47.3271228,6.0143356,"25870002","Super U","","Super U","24/7"
"node","3675160606",46.6818284,-1.4396718,"85000009","","Intermarché","","24/7"
"node","3676443601",46.2552529,5.0594973,"1310003","","","","24/7"
"node","3676447504",45.8147043,1.2689278,"87000006","Intermarché","","","24/7"
"node","3677681428",43.6496393,-1.4308249,"40130001","","","","24/7"
"node","3677767044",44.6363948,-0.322508,"33410001","","","","24/7"
"node","3677767045",44.645866,-0.3242282,"33410006","","","","24/7"
"node","3677767046",44.6472824,-0.3512353,"33720006","","","",""
"node","3677767047",44.6877937,-0.4166808,"33640002","","","",""
"node","3677767080",44.7336689,-0.5990759,"33850002","","","","24/7"
"node","3677767081",44.7985881,-0.6634412,"33600006","Esso Express","","","24/7"
"node","3677767083",44.8328598,-0.6440456,"33700021","","","","24/7"
"node","3677767085",44.8605429,-0.6341613,"33200001","","","",""
"node","3677767090",44.9023184,-0.5083814,"24400001","","","",""
"node","3677767091",44.9205814,-0.4477445,"33450005","","","",""
"node","3677767093",44.9536356,-0.5340446,"33440004","","","","24/7"
"node","3677767094",44.9894065,-0.4491974,"33240011","","","","24/7"
"node","3677767095",45.1066283,-0.3363995,"33620002","","","","24/7"
"node","3677767096",45.2904782,-0.6061958,"33390004","","","","24/7"
"node","3680478828",48.5701758,-0.1506883,"61320002","Station Service Elan","","",""
"node","3680732087",43.5326615,6.412355,"83780002","Garage Cotton JM","Avia","","24/7"
"node","3680732088",43.5653388,6.2921485,"83690004","","","","24/7"
"node","3680748796",49.1463544,2.2816298,"95340003","E. Leclerc","","","24/7"
"node","3682141606",43.6391748,3.9265548,"34170005","","","","24/7"
"node","3682823026",47.2330036,4.983115,"21220003","","","Super U","24/7"
"node","3686495377",47.5368765,4.4612214,"21150001","Atac","","","24/7"
"node","3687390596",49.8728995,4.8495736,"8800008","","","","24/7"
"node","3688321135",43.624817,4.0165197,"34130005","Intermarché","","","24/7"
"node","3689043441",48.4164612,2.7233577,"77210001","Esso","","","24/7"
"node","3689965923",48.2745693,-3.5813458,"29270003","","","",""
"node","3689965927",48.2785488,-3.5699369,"29270005","","","",""
"node","3692844748",45.4531682,6.9726069,"73150002","Spar","","","24/7"
"node","3694984199",44.385223,3.1128075,"12560002","","","","24/7"
"node","3696366191",45.7232819,5.0707432,"69125002","Total","","Total","24/7"
"node","3696892954",47.5191307,7.0014939,"90100004","","Avia","Garage du Stade","24/7"
"node","3697289466",48.5498128,2.66605,"77000005","BP","","BP","24/7"
"node","3698622982",49.4789227,4.5765955,"8130003","Carrefour Contact","","","24/7"
"node","3698665387",47.8644612,-2.4490496,"56460001","","Total","","24/7"
"node","3699503938",43.9852295,4.1060446,"30350001","","","","24/7"
"node","3699503954",44.2108151,4.0334517,"30110003","","","","24/7"
"node","3699503955",44.4367939,3.2004949,"48500002","","","",""
"node","3699503980",45.1314366,3.8138847,"43350001","","","","24/7"
"node","3699513755",45.302846,4.1150107,"43210002","","","Colruyt","24/7"
"node","3699517620",47.9777499,3.4107564,"89300001","","Total","","24/7"
"node","3699517621",48.0324131,3.304058,"89330002","","","","24/7"
"node","3699517622",48.0878066,3.2971043,"89500001","Casino","","Groupe Casino",""
"node","3699542347",47.434603,3.5878502,"58530001","","","","24/7"
"node","3699542382",47.6924838,3.996786,"89310001","","AVIA","",""
"node","3699542383",47.6938914,2.9504772,"89220001","Atac","","","24/7"
"node","3699542384",47.7051155,3.6323257,"89290002","Atac Station Service","","","24/7"
"node","3699542386",47.7548282,3.4973816,"89240002","Elan","","","24/7"
"node","3699542390",47.7967324,3.546436,"89000011","Station-service Carrefour market","","Carrefour","24/7"
"node","3699542395",47.8160444,3.7930978,"89800001","","","","24/7"
"node","3699542402",47.9023323,3.6105716,"89250001","","","Atac","24/7"
"node","3699786750",48.8475618,2.148963,"78170001","","","Avia","24/7"
"node","3699786751",48.8588975,2.1456105,"78170006","","","BP","24/7"
"node","3700872965",45.1085347,4.2958693,"43190001","","","","24/7"
"node","3701778231",46.1032621,4.317106,"69470002","","","","24/7"
"node","3701853568",46.1415591,4.1080828,"42720001","","","",""
"node","3703714370",47.8453723,2.7420833,"45290001","","","","24/7"
"node","3703714371",48.0123869,2.7399247,"45120005","","","","24/7"
"node","3703714387",48.0617292,4.142876,"10210001","","","",""
"node","3703714391",48.2825682,4.0790162,"10000005","","","","24/7"
"node","3703714403",48.4168582,2.7076655,"77300001","","","","24/7"
"node","3703714404",48.4760351,3.1395539,"77520001","","","","24/7"
"node","3703714406",48.509361,3.7316934,"10100002","","","","24/7"
"node","3703714407",48.511795,3.719951,"10100003","","","","24/7"
"node","3703714408",48.5188087,2.6543291,"77190005","","","","24/7"
"node","3703714409",48.5226999,2.6539042,"77000013","","","","24/7"
"node","3703714413",48.5460615,2.6506216,"77000006","","","","24/7"
"node","3707163246",45.341939,5.494531,"38140004","","","",""
"node","3707171632",45.385069,5.5775074,"38500001","","","",""
"node","3707995254",49.8465553,1.5648007,"76340001","Elan","","Total",""
"node","3707995638",49.8497891,1.5701246,"76340003","Intermarché","","Groupement des Mousquetaires",""
"node","3708905380",45.4586411,5.6405764,"38620002","","Carrefour","","24/7"
"node","3709888065",46.8483276,-1.872273,"85300003","Esso","","","24/7"
"node","3710407322",44.270611,4.1699309,"30410001","","","","24/7"
"node","3710443536",46.0969153,4.7734545,"1090001","","","Groupe Auchan","24/7"
"node","3710577814",49.2048398,-0.3278983,"14204001","","","Carrefour","24/7"
"node","3710829283",44.2685305,4.1955538,"30500001","Avia","","",""
"node","3713531350",43.3559716,5.3277581,"13016007","","","Total","24/7"
"node","3717102696",46.4146893,-1.495128,"85560001","","","Elan","24/7"
"node","3717102697",46.4566088,-1.1787371,"85400006","","","","24/7"
"node","3717102698",46.4587419,-0.7879069,"85200002","","","",""
"node","3717102706",46.5205483,-1.0849288,"85210008","","Total","",""
"node","3717102709",46.5821201,-1.3758009,"85310002","","","",""
"node","3717102712",46.8026684,-1.1325348,"85140003","","","",""
"node","3717372812",49.5470553,2.749501,"60490001","Carrefour","","","24/7"
"node","3718636324",44.3616905,2.5888922,"12000011","","","Intermarché","24/7"
"node","3720074784",46.5622067,-1.0587482,"85210004","Casino","Casino Carburant","Casino","24/7"
"node","3720074785",46.6379526,-1.1795639,"85480001","Total","","","24/7"
"node","3720074786",46.7237354,-2.3447214,"85350001","","","",""
"node","3720074787",46.7917905,-2.0539919,"85160002","Total Contact","","","24/7"
"node","3720074788",46.8577895,-1.0086791,"85500003","","","",""
"node","3720074790",46.8789903,-0.9006301,"85590001","","","","24/7"
"node","3720074792",46.9506504,-0.9806146,"85130002","","","",""
"node","3720074795",47.0002121,-1.3305404,"85600001","Garage Charrier","","",""
"node","3720074796",47.01284,-1.1926615,"85530001","","","","24/7"
"node","3724947916",49.5197672,3.1492994,"2300009","Carrefour","","","24/7"
"node","3728112294",45.3254499,3.8396272,"43500001","","Total","","24/7"
"node","3729356225",48.7230407,4.5915265,"51300014","","","","24/7"
"node","3729673212",43.9382266,2.1832019,"81000003","Station-Service Total","","Total",""
"node","3730550059",45.4219174,4.3152669,"42230001","","Intermarché","Intermarché","24/7"
"node","3736480246",43.8351541,5.0443017,"84330001","","","",""
"node","3739536772",43.600309,5.0025316,"13140005","","Intermarché","","24/7"
"node","3740301408",47.3017827,-1.4876921,"44320003","Total","Total","Garage S. Forget","24/7"
"node","3741364859",48.375271,6.2832644,"88130001","","Esso","","24/7"
"node","3744722194",45.8168216,3.1531141,"63360001","Carrefour","","","24/7"
"node","3745715481",43.5047702,-1.4670888,"64100014","","Total Access","","24/7"
"node","3746124697",43.2283647,0.0884931,"65000001","Carrefour Market","Carrefour Market","","24/7"
"node","3747883241",43.534936,3.9074629,"34250002","","","Carrefour","24/7"
"node","3750381017",48.0182203,2.8852981,"45210004","","Total","","24/7"
"node","3752835755",43.6541195,6.94336,"6130010","","","Total",""
"node","3753049425",42.9040766,0.3555727,"65240001","","","","24/7"
"node","3753301727",41.7060901,9.1290263,"20170001","Total","Total","Total",""
"node","3755003484",43.4274965,6.7443227,"83600021","","","","24/7"
"node","3755003486",43.4293863,6.7612843,"83600010","","","","24/7"
"node","3755003489",43.4303491,6.757631,"83600012","Station-service BP","BP","","24/7"
"node","3755665725",43.4107902,5.3078519,"13170010","L.R.D.P.","","",""
"node","3756789159",43.7669329,1.9951306,"81300005","","","","24/7"
"node","3756911848",46.305059,0.1827512,"86700003","Intermarché Couhé-Verac","Intermarché","Intermarché","24/7"
"node","3758583886",43.4004942,-0.9484955,"64390002","","","","24/7"
"node","3759170598",45.1586036,-0.018303,"17360001","","","","24/7"
"node","3759187834",45.8682289,4.698866,"69380008","","","","24/7"
"node","3759191538",46.0109671,4.7257622,"69400001","","","",""
"node","3759250373",46.8071464,5.5813204,"39230002","Avia","Avia","","24/7"
"node","3759588602",44.9587266,3.5500184,"43170001","Total","","","24/7"
"node","3760850814",50.4272777,2.819537,"62300005","Esso Express","","","24/7"
"node","3762699402",43.5185624,4.1310498,"30240004","La Station du Sud","","","24/7"
"node","3763074739",44.6001118,0.3591022,"47800004","Elan","","",""
"node","3768770288",48.8501009,1.8768038,"78650002","","","",""
"node","3770909491",43.4604852,-1.5475572,"64200008","","","","24/7"
"node","3772055328",49.8589707,2.274693,"80480004","Total","","Total",""
"node","3778449536",48.0787,6.8885275,"88400002","Station Service Intermarché","Intermarché","","24/7"
"node","3782191140",44.9133808,5.7844671,"38350005","","Elan","",""
"node","3783448664",49.9134418,2.2357693,"80730001","Total","","Total","24/7"
"node","3787793807",46.4283498,4.6636619,"71250004","Avia","","",""
"node","3788969708",47.3054478,6.5945044,"25430001","","","","24/7"
"node","3790435413",49.8687247,2.3615186,"80330004","Total","Total","Total",""
"node","3792619383",45.747431,-0.6396232,"17100009","Total","","","24/7"
"node","3793316609",48.9697955,-1.059023,"50420002","Carrefour","","","24/7"
"node","3796140657",48.5528594,-4.3091367,"29260002","Total","","Total",""
"node","3799722000",49.1730961,-0.3262888,"14120001","Super U","","",""
"node","3810216633",47.8809621,6.3062113,"70320003","","Casino","","24/7"
"node","3810535773",48.0055033,6.2744839,"88240001","Intermarché","","","24/7"
"node","3815588183",48.9071377,2.5317474,"93390001","","","","24/7"
"node","3817874018",43.2155063,2.3545856,"11000012","Triay Frères","","","24/7"
"node","3817878136",43.2125346,2.3249403,"11000009","Intermarché","","","24/7"
"node","3821490748",43.9741486,6.6547627,"4240002","","","","24/7"
