"id","Nom","Marque","address","latitude","longitude","services","automate_h24","is_closed_day","business_hours","gas_price","gas_last_update"
"17000012","RELAIS STAR VILLENEUVE LES SALINES","Total","RUE JEANPAUL SARTRE 17000 La Rochelle",46.1568852,-1.120358,"",False,False,"",0.629,"2018-11-17 00:01:00"
"17240001","SAS FUEL 17","Total","75 AVENUE de Saintes 17240 SAINT-GENIS-DE-SAINTONGE",45.4889875,-0.5657864,"Carburant additivé|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Vente de fioul domestique|Wifi",True,False,"07:00-21:00",0.699,"2018-10-17 16:26:07"
"31700009","RELAIS BLAGNAC LOMAGNE","Total Access","120 ROUTE DE GRENADE 31700 BLAGNAC",43.638192100000005,1.3902707,"Carburant additivé|Boutique alimentaire|Station de gonflage|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique|Lavage manuel",True,False,"",0.599,"2018-11-17 00:01:00"
"77250006","RELAIS MORET SUR LOING 1","Total Access","RD 606 77250 ECUELLES",48.364044299999996,2.8532429,"Restauration à emporter|Carburant additivé|Restauration sur place|Toilettes publiques|Bar|Douches|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Vente de fioul domestique",True,False,"",0.699,"2018-11-17 00:01:00"
"95290001","CARREFOUR L ISLE ADAM","Carrefour","BOULEVARD TILSIT 95290 L'ISLE-ADAM",49.1237501,2.2482162,"Vente de gaz domestique (Butane, Propane)|Automate CB|Automate CB 24/24",True,False,"",0.749,"2018-11-16 09:44:16"
"52200012","STATION AVIA SARL BAMART","Avia","24 AVENUE TURENNE 52200 LANGRES",47.8550411,5.332489499999999,"Restauration à emporter|Carburant additivé|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Relais colis|Piste poids lourds|Automate CB|Vente de fioul domestique",True,False,"",0.659,"2018-10-30 06:49:18"
"84100005","INTERMARCHE Autoroute","Intermarché","286 Avenue Charles de Gaulle 84100 ORANGE",44.136533899999996,4.800898999999999,"Restauration à emporter|Carburant additivé|Toilettes publiques|Boutique alimentaire|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB",True,False,"",0.599,"2018-11-16 09:25:04"
"11200002","DYNEFF Lézignan-Corbières","Dyneff","RD6113 11200 LéZIGNAN-CORBIèRES",43.2032114,2.7817804,"Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique|Lavage manuel|Vente de pétrole lampant",True,False,"",0.849,"2018-11-16 16:00:00"
"26270004","INTERMARCHE LORIOL","Intermarché","Parc des Crozes 26270 LORIOL-SUR-DRôME",44.7606186,4.8380730000000005,"Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage manuel|Vente de fioul domestique",True,False,"",0.699,"2018-10-08 10:49:33"
"11620001","DYNEFF Villemoustaussou","Dyneff","Lieu dit La Viala 11620 VILLEMOUSTAUSSOU",43.2558745,2.3645965,"Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique|Lavage manuel|Vente de pétrole lampant",True,False,"",0.899,"2018-11-16 16:00:00"
"38320006","RELAIS D EYBENS","Total","ROCADE SUD 38320 EYBENS",45.152068799999995,5.7398481,"",False,False,"",0.819,"2018-11-17 00:01:00"
"1100007","RELAIS DES CRETETS","Total","174 COURS DE VERDUN 01100 OYONNAX",46.2497,5.6413,"Carburant additivé|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel",True,False,"",0.749,"2018-11-17 00:01:00"
