"id","Nom","Marque","address","latitude","longitude","services","automate_h24","is_closed_day","business_hours","gas_price","gas_last_update"
"2100012","CORA","CORA","Route de BOHAIN 02100 Saint-Quentin",49.8649365,3.2920809999999996,"Station de gonflage|Laverie|Vente de gaz domestique (Butane, Propane)|Automate CB|Automate CB 24/24",True,True,"01:00-01:00",1.506,"2018-11-12 08:45:27"
"2100013","INTERMARCHE SAINT-QUENTIN /ZAC","Intermarché","Rue Antoine Parmentier 02100 SAINT-QUENTIN",49.851829200000005,3.2648799,"Vente de gaz domestique (Butane, Propane)|Automate CB|Vente de fioul domestique",True,False,"",1.43,"2018-11-16 07:11:20"
"2100017","SARL MAROLEG","Netto","Rue de la Fère 02100 Saint-Quentin",49.833341,3.3066174,"Boutique alimentaire|Automate CB|Lavage automatique",True,False,"",1.543,"2018-11-02 13:16:56"
"4400004","RELAIS DE TERRES NEUVES. SATA.","Indépendant sans enseigne","Terres Neuves. St Pons 04400 BARCELONNETTE",44.3868833,6.628631599999999,"Toilettes publiques|Bar|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de fioul domestique|Vente de pétrole lampant|Vente d'additifs carburants|Automate CB 24/24",True,False,"08:15-12:30|14:00-19:30",1.517,"2018-11-16 17:07:24"
"12100005","AUCHAN SUPERMARCHE","Auchan","82 Avenue Jean Jaurès 12100 MILLAU",44.10686079999999,3.0824738999999997,"Vente de gaz domestique (Butane, Propane)|Automate CB",True,False,"",1.552,"2018-10-04 09:06:10"
"16100006","INTERMARCHE COGNAC","Intermarché","20 avenue des Saintes 16100 Cognac",45.6989319,-0.3440647,"Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de fioul domestique",True,False,"",1.428,"2018-11-16 07:40:00"
"20600007","SAS FERRANDI FILS","Esso","AVENUE SAPIERO CORSU 20600 BASTIA",42.6764751,9.4445005,"Restauration à emporter|Restauration sur place|Toilettes publiques|Bar|Boutique alimentaire|Station de gonflage|Services réparation / entretien|Vente de gaz domestique (Butane, Propane)|Aire de camping-cars|Piste poids lourds|Lavage automatique|Lavage manuel|Vente de pétrole lampant|Bornes électriques|Wifi",False,False,"",1.62,"2018-11-15 15:02:24"
"20290003","SARL RELAIS DE BORGO","Total","Lieudit Revinco  RN 193 20290 Borgo",42.568079100000006,9.441135000000001,"Restauration à emporter|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Services réparation / entretien|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de fioul domestique|Vente de pétrole lampant",True,False,"",1.64,"2018-11-13 13:05:00"
"20243001","SARL RELAIS AUTO DU FIUMORBO","Total","LieuDit Migliacciaro 20243 PRUNELLI-DI-FIUMORBO",41.9980754,9.403153300000001,"Restauration à emporter|Toilettes publiques|Boutique alimentaire|Station de gonflage|Espace bébé|Boutique non alimentaire|Services réparation / entretien|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de fioul domestique|Vente de pétrole lampant",True,False,"",1.62,"2018-11-16 07:57:46"
"24200005","CASINO SUPERMARCHE","Casino","Route de BERGERAC  24200 Sarlat-la-Canéda",44.876514,1.2136799999999999,"Vente de gaz domestique (Butane, Propane)",False,False,"",1.46,"2018-11-15 11:07:16"
"89200008","AVIA XPRESS VAUBAN","Avia","6 Rue de Lyon 89200 Avallon",47.492194500000004,3.9221517,"Carburant additivé|Automate CB",True,False,"",1.649,"2018-11-13 23:34:00"
"44300004","SO'GEROUEST Rte de Rennes","Avia","162 Route de Rennes 44300 Nantes",47.258359399999996,-1.5798059,"Restauration à emporter|Carburant additivé|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Relais colis|Lavage automatique",False,False,"",1.57,"2018-11-15 07:24:54"
"30800001","INTERMARCHE SAINT GILLES","Intermarché","1 Rue de Cambon 30800 SAINT-GILLES",43.672344700000004,4.4219281,"Restauration à emporter|Restauration sur place|Toilettes publiques|Bar|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Laverie|Vente de gaz domestique (Butane, Propane)|Relais colis|Piste poids lourds|Automate CB|Vente de fioul domestique|Vente de pétrole lampant|Automate CB 24/24",True,False,"",1.397,"2018-11-16 07:00:00"
"83170002","ETS BRELY SARL","Avia",".RN7 83170 BRIGNOLES",43.4088589,6.0449128,"Carburant additivé|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Location de véhicule|Piste poids lourds|Automate CB|Lavage automatique",True,False,"",1.478,"2018-11-16 00:00:00"
"13770002","INTERMARCHE VENELLES","Intermarché","32 avenue des Logissons 13770 VENELLES",43.5822791,5.4726779,"Automate CB",True,False,"",1.427,"2018-11-16 10:26:04"
"44570004","SARL AMALLY","Avia","RN 171 44570 TRIGNAC",47.311318,-2.200929,"Restauration à emporter|Carburant additivé|Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Relais colis|Piste poids lourds",False,False,"",1.6,"2018-11-15 00:00:00"
"31620005","SAS FRONTAL","Intermarché","800 Route de Toulouse 31620 FRONTON",43.8314114,1.3899329,"Station de gonflage|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage manuel|Vente de pétrole lampant",True,False,"",1.417,"2018-11-15 10:04:48"
"13011003","Station AVIA - B2M SARL","Avia","ROUTE DES TROIS LUCS LA VALENTINE 13011 MARSEILLE",43.2996115,5.4781685,"Carburant additivé|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique|Lavage manuel",True,False,"",1.495,"2018-11-15 21:00:00"
"95290001","CARREFOUR L ISLE ADAM","Carrefour","BOULEVARD TILSIT 95290 L'ISLE-ADAM",49.1237501,2.2482162,"Vente de gaz domestique (Butane, Propane)|Automate CB|Automate CB 24/24",True,False,"",1.426,"2018-11-16 09:44:15"
"35150001","Super U JANZE","Système U","BOULEVARD CHARCOT 35150 Janzé",47.95871470000001,-1.48725,"Station de gonflage|Vente de gaz domestique (Butane, Propane)|Location de véhicule|Piste poids lourds|Automate CB|Lavage automatique|Lavage manuel|Vente de pétrole lampant",True,False,"",1.42,"2018-11-16 10:10:53"
"13170007","PACA Carburant","Avia","970 D113 N 13170 Les Pennes-Mirabeau",43.4114232,5.3132432000000005,"Carburant additivé|Vente de gaz domestique (Butane, Propane)|Piste poids lourds|Automate CB|Lavage automatique",True,True,"01:00-01:00",1.5,"2018-11-16 11:24:36"
"11200002","DYNEFF Lézignan-Corbières","Dyneff","RD6113 11200 LéZIGNAN-CORBIèRES",43.2032114,2.7817804,"Toilettes publiques|Boutique alimentaire|Station de gonflage|Boutique non alimentaire|Vente de gaz domestique (Butane, Propane)|Automate CB|Lavage automatique|Lavage manuel|Vente de pétrole lampant",True,False,"",1.519,"2018-11-16 16:00:00"
"24700001","INTERMARCHE","Intermarché","Avenue Georges Pompidou 24700 Montpon-Ménestérol",45.0061896,0.1427776,"Carburant additivé|Piste poids lourds|Automate CB|Vente de pétrole lampant",True,False,"",1.446,"2018-11-16 07:58:36"
